"veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"7366","0.75","0.8651608487",0,0,"0","SEDAN",4,"M","C",4,"01101    0    0    0"
"7367","9","0.4572210814",0,0,"0","SEDAN",2,"M","C",6,"01101    0    0    0"
"7368","1.02","0.810403833",0,0,"0","SEDAN",3,"F","B",6,"01101    0    0    0"
"7369","1.349","0.4736481862",0,0,"0","HBACK",1,"M","D",2,"01101    0    0    0"
"7370","2.4","0.681724846",0,0,"0","STNWG",2,"M","A",6,"01101    0    0    0"
"7371","1.98","0.0492813142",0,0,"0","SEDAN",1,"M","C",5,"01101    0    0    0"
"7372","0.89","0.5749486653",0,0,"0","HDTOP",4,"M","B",3,"01101    0    0    0"
"7373","0.81","0.2518822724",0,0,"0","SEDAN",3,"F","D",3,"01101    0    0    0"
"7374","0.45","0.295687885",0,0,"0","SEDAN",4,"F","C",5,"01101    0    0    0"
"7375","1.36","0.2327173169",0,0,"0","HBACK",2,"M","D",2,"01101    0    0    0"
"7376","2.34","0.0492813142",0,0,"0","MIBUS",2,"F","B",2,"01101    0    0    0"
"7377","1.57","0.8323066393",0,0,"0","HBACK",2,"F","B",6,"01101    0    0    0"
"7378","1.05","0.8651608487",0,0,"0","HBACK",2,"F","D",4,"01101    0    0    0"
"7379","1.97","0.476386037",0,0,"0","HBACK",2,"F","A",2,"01101    0    0    0"
"7380","1.49","0.5229295003",0,0,"0","HBACK",1,"F","B",2,"01101    0    0    0"
"7381","1.36","0.7282683094",0,0,"0","HBACK",2,"F","C",5,"01101    0    0    0"
"7382","2.84","0.5229295003",1,1,"427.26999998","STNWG",3,"M","C",3,"01101    0    0    0"
"7383","1.12","0.0492813142",0,0,"0","HBACK",2,"M","A",3,"01101    0    0    0"
"7384","2.77","0.0219028063",0,0,"0","STNWG",3,"F","A",3,"01101    0    0    0"
"7385","4","0.9993155373",0,0,"0","STNWG",3,"F","E",3,"01101    0    0    0"
"7386","1.97","0.8651608487",0,0,"0","TRUCK",3,"M","A",2,"01101    0    0    0"
"7387","1.86","0.3175906913",0,0,"0","HDTOP",4,"F","D",3,"01101    0    0    0"
"7388","5.12","0.1505817933",0,0,"0","STNWG",2,"F","B",4,"01101    0    0    0"
"7389","3.78","0.0492813142",0,0,"0","STNWG",1,"M","E",5,"01101    0    0    0"
"7390","4","0.2026009582",1,1,"442.5","STNWG",3,"F","B",5,"01101    0    0    0"
"7391","0.46","0.4818617385",0,0,"0","HBACK",4,"M","E",3,"01101    0    0    0"
"7392","1.45","0.1560574949",0,0,"0","STNWG",3,"F","A",3,"01101    0    0    0"
"7393","0.56","0.8651608487",0,0,"0","HBACK",4,"F","C",1,"01101    0    0    0"
"7394","1.56","0.5749486653",0,0,"0","SEDAN",3,"F","A",3,"01101    0    0    0"
"7395","1.65","0.2518822724",0,0,"0","HBACK",2,"M","E",4,"01101    0    0    0"
"7396","1.7","0.4900752909",0,0,"0","SEDAN",2,"F","B",2,"01101    0    0    0"
"7397","2.77","0.2984257358",0,0,"0","STNWG",3,"F","E",3,"01101    0    0    0"
"7398","1.66","0.1971252567",0,0,"0","SEDAN",2,"M","A",3,"01101    0    0    0"
"7399","2.23","0.1998631075",0,0,"0","HBACK",1,"M","C",4,"01101    0    0    0"
"7400","1.71","0.0492813142",0,0,"0","SEDAN",2,"M","C",2,"01101    0    0    0"
"7401","2.33","0.0492813142",0,0,"0","SEDAN",1,"M","E",5,"01101    0    0    0"
"7402","1.76","0.0492813142",0,0,"0","SEDAN",1,"F","C",4,"01101    0    0    0"
"7403","0.47","0.0492813142",0,0,"0","HBACK",4,"F","D",2,"01101    0    0    0"
"7404","1.23","0.2026009582",0,0,"0","HDTOP",4,"F","B",2,"01101    0    0    0"
"7405","0.5","0.2710472279",0,0,"0","PANVN",4,"M","E",6,"01101    0    0    0"
"7406","1.26","0.2026009582",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"7407","2.01","0.2026009582",0,0,"0","SEDAN",1,"F","C",1,"01101    0    0    0"
"7408","0.84","0.2108145106",0,0,"0","HBACK",3,"M","C",5,"01101    0    0    0"
"7409","2.21","0.1341546886",0,0,"0","SEDAN",1,"F","E",5,"01101    0    0    0"
"7410","0.55","0.2108145106",0,0,"0","HBACK",4,"F","A",1,"01101    0    0    0"
"7411","3.35","0.7282683094",0,0,"0","HBACK",2,"M","C",1,"01101    0    0    0"
"7412","3.6","0.1341546886",0,0,"0","STNWG",2,"M","A",2,"01101    0    0    0"
"7413","3.35","0.0492813142",0,0,"0","UTE",2,"M","C",2,"01101    0    0    0"
"7414","5.4","0.4298425736",0,0,"0","SEDAN",1,"F","A",2,"01101    0    0    0"
"7415","1.31","0.4818617385",0,0,"0","TRUCK",4,"M","F",5,"01101    0    0    0"
"7416","0.73","0.0492813142",0,0,"0","TRUCK",4,"M","C",1,"01101    0    0    0"
"7417","0.68","0.1341546886",0,0,"0","HBACK",4,"F","F",6,"01101    0    0    0"
"7418","1.62","0.6516084873",0,0,"0","HDTOP",3,"M","A",2,"01101    0    0    0"
"7419","1.51","0.3011635866",0,0,"0","SEDAN",4,"M","B",2,"01101    0    0    0"
"7420","2.4","0.2108145106",0,0,"0","STNWG",1,"M","A",2,"01101    0    0    0"
"7421","1.72","0.1834360027",0,0,"0","SEDAN",2,"F","A",1,"01101    0    0    0"
"7422","6.64","0.2026009582",0,0,"0","STNWG",1,"M","E",5,"01101    0    0    0"
"7423","3.68","0.1943874059",0,0,"0","STNWG",2,"M","B",4,"01101    0    0    0"
"7424","0.48","0.8651608487",0,0,"0","HBACK",4,"F","D",5,"01101    0    0    0"
"7425","1.3","0.2710472279",0,0,"0","HBACK",3,"F","A",5,"01101    0    0    0"
"7426","0.28","0.0492813142",0,0,"0","SEDAN",4,"F","C",3,"01101    0    0    0"
"7427","1.01","0.1341546886",0,0,"0","HDTOP",4,"F","F",4,"01101    0    0    0"
"7428","1.77","0.3093771389",0,0,"0","STNWG",4,"M","F",1,"01101    0    0    0"
"7429","1.37","0.8651608487",1,1,"200","HBACK",3,"F","A",2,"01101    0    0    0"
"7430","1.18","0.1834360027",0,0,"0","STNWG",4,"M","A",3,"01101    0    0    0"
"7431","2.88","0.5284052019",0,0,"0","STNWG",2,"M","B",3,"01101    0    0    0"
"7432","2.3","0.4818617385",0,0,"0","STNWG",3,"M","C",4,"01101    0    0    0"
"7433","0.96","0.8651608487",0,0,"0","HBACK",3,"F","F",6,"01101    0    0    0"
"7434","2.47","0.2710472279",0,0,"0","SEDAN",3,"M","C",5,"01101    0    0    0"
"7435","0.74","0.5749486653",1,1,"200","HBACK",4,"F","C",2,"01101    0    0    0"
"7436","0.82","0.8651608487",0,0,"0","HBACK",3,"F","C",2,"01101    0    0    0"
"7437","0.67","0.1834360027",0,0,"0","HBACK",3,"F","D",2,"01101    0    0    0"
"7438","3.77","0.8624229979",0,0,"0","UTE",1,"M","E",5,"01101    0    0    0"
"7439","2.68","0.4736481862",0,0,"0","SEDAN",1,"M","A",1,"01101    0    0    0"
"7440","1.84","0.2436687201",0,0,"0","SEDAN",1,"F","A",5,"01101    0    0    0"
"7441","1.85","0.8651608487",0,0,"0","SEDAN",2,"F","B",3,"01101    0    0    0"
"7442","1.98","0.7282683094",0,0,"0","HBACK",2,"F","C",1,"01101    0    0    0"
"7443","1.27","0.9801505818",0,0,"0","HDTOP",4,"M","E",4,"01101    0    0    0"
"7444","0.57","0.9993155373",0,0,"0","PANVN",4,"M","F",5,"01101    0    0    0"
"7445","2.38","0.8596851472",0,0,"0","STNWG",4,"M","C",5,"01101    0    0    0"
"7446","1.93","0.8651608487",0,0,"0","SEDAN",2,"M","C",2,"01101    0    0    0"
"7447","2.1","0.295687885",0,0,"0","SEDAN",1,"F","B",2,"01101    0    0    0"
"7448","2.9","0.2710472279",0,0,"0","STNWG",3,"M","E",2,"01101    0    0    0"
"7449","2.199","0.4298425736",0,0,"0","SEDAN",1,"F","C",5,"01101    0    0    0"
"7450","1.91","0.9993155373",0,0,"0","STNWG",4,"M","C",5,"01101    0    0    0"
"7451","2.16","0.7282683094",0,0,"0","SEDAN",2,"F","A",5,"01101    0    0    0"
"7452","2.48","0.5749486653",0,0,"0","STNWG",3,"M","E",2,"01101    0    0    0"
"7453","0.74","0.4818617385",0,0,"0","HBACK",4,"F","B",4,"01101    0    0    0"
"7454","2.49","0.8651608487",0,0,"0","UTE",1,"M","B",1,"01101    0    0    0"
"7455","1.3","0.4955509925",0,0,"0","HBACK",1,"M","A",2,"01101    0    0    0"
"7456","1.399","0.3148528405",0,0,"0","HBACK",1,"M","C",3,"01101    0    0    0"
"7457","2.38","0.1998631075",0,0,"0","STNWG",2,"F","C",2,"01101    0    0    0"
"7458","1.66","0.5749486653",0,0,"0","SEDAN",2,"F","A",5,"01101    0    0    0"
"7459","1.53","0.5749486653",0,0,"0","STNWG",3,"M","C",5,"01101    0    0    0"
"7460","1.12","0.2080766598",0,0,"0","HBACK",2,"F","C",2,"01101    0    0    0"
"7461","1.67","0.1998631075",0,0,"0","HBACK",1,"F","A",4,"01101    0    0    0"
"7462","1.43","0.1998631075",0,0,"0","HBACK",1,"F","A",4,"01101    0    0    0"
"7463","1.4","0.0438056126",0,0,"0","HBACK",1,"M","C",4,"01101    0    0    0"
"7464","2.03","0.424366872",0,0,"0","STNWG",2,"F","C",3,"01101    0    0    0"
"7465","2.2","0.5749486653",0,0,"0","STNWG",3,"F","F",2,"01101    0    0    0"
"7466","0.58","0.6078028747",0,0,"0","SEDAN",4,"F","B",2,"01101    0    0    0"
"7467","2.55","0.3011635866",0,0,"0","STNWG",3,"M","F",3,"01101    0    0    0"
"7468","2.3","0.5749486653",0,0,"0","SEDAN",2,"M","C",2,"01101    0    0    0"
"7469","1.74","0.8624229979",1,2,"1092.9099989","SEDAN",2,"F","A",4,"01101    0    0    0"
"7470","0.89","0.9993155373",0,0,"0","SEDAN",4,"M","D",5,"01101    0    0    0"
"7471","0.28","0.8350444901",0,0,"0","HBACK",4,"M","C",5,"01101    0    0    0"
"7472","6.471","0.3750855578",0,0,"0","STNWG",1,"F","C",4,"01101    0    0    0"
"7473","0.77","0.167008898",0,0,"0","SEDAN",4,"F","B",4,"01101    0    0    0"
"7474","0.77","0.6023271732",1,1,"1836.9199982","HBACK",4,"F","A",5,"01101    0    0    0"
"7475","5.69","0.0465434634",0,0,"0","STNWG",2,"F","A",3,"01101    0    0    0"
"7476","1.01","0.1368925394",0,0,"0","SEDAN",4,"F","C",2,"01101    0    0    0"
"7477","1.09","0.424366872",0,0,"0","SEDAN",4,"F","D",3,"01101    0    0    0"
"7478","1.39","0.0465434634",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"7479","1.31","0.8651608487",0,0,"0","HBACK",2,"F","B",3,"01101    0    0    0"
"7480","5.02","0.0465434634",0,0,"0","STNWG",2,"M","A",5,"01101    0    0    0"
"7481","0.7","0.7912388775",0,0,"0","UTE",4,"M","C",2,"01101    0    0    0"
"7482","0.68","0.0465434634",0,0,"0","STNWG",4,"F","B",3,"01101    0    0    0"
"7483","2.93","0.4818617385",0,0,"0","HDTOP",1,"F","C",4,"01101    0    0    0"
"7484","2.52","0.4818617385",0,0,"0","TRUCK",3,"M","D",1,"01101    0    0    0"
"7485","2.57","0.4791238877",0,0,"0","HBACK",3,"F","C",2,"01101    0    0    0"
"7486","0.87","0.7912388775",0,0,"0","SEDAN",3,"M","D",3,"01101    0    0    0"
"7487","2.28","0.4736481862",0,0,"0","SEDAN",2,"F","D",3,"01101    0    0    0"
"7488","2.83","0.4818617385",0,0,"0","STNWG",3,"M","E",2,"01101    0    0    0"
"7489","0.46","0.3887748118",0,0,"0","HBACK",4,"F","A",3,"01101    0    0    0"
"7490","1.549","0.4791238877",0,0,"0","HBACK",1,"F","B",3,"01101    0    0    0"
"7491","4.7","0.8076659822",0,0,"0","STNWG",1,"M","C",3,"01101    0    0    0"
"7492","1.3","0.810403833",0,0,"0","HBACK",2,"F","C",1,"01101    0    0    0"
"7493","1.63","0.1834360027",0,0,"0","SEDAN",4,"F","C",5,"01101    0    0    0"
"7494","1.35","0.1806981519",0,0,"0","HBACK",1,"M","A",3,"01101    0    0    0"
"7495","1.73","0.4325804244",0,0,"0","HBACK",1,"F","E",4,"01101    0    0    0"
"7496","2.11","0.1998631075",0,0,"0","HBACK",1,"F","A",2,"01101    0    0    0"
"7497","5.699","0.4818617385",0,0,"0","STNWG",1,"M","F",3,"01101    0    0    0"
"7498","3.49","0.4407939767",0,0,"0","UTE",1,"M","A",1,"01101    0    0    0"
"7499","1.6","0.8651608487",0,0,"0","SEDAN",3,"M","C",5,"01101    0    0    0"
"7500","1.38","0.8651608487",1,1,"200","SEDAN",2,"F","C",1,"01101    0    0    0"
"7501","0.37","0.4818617385",0,0,"0","HBACK",4,"M","B",4,"01101    0    0    0"
"7502","3.949","0.772073922",0,0,"0","STNWG",1,"F","B",2,"01101    0    0    0"
"7503","2.81","0.4818617385",1,1,"353.76999998","SEDAN",1,"M","D",5,"01101    0    0    0"
"7504","1.2","0.1259411362",0,0,"0","SEDAN",3,"M","C",2,"01101    0    0    0"
"7505","0.74","0.0465434634",0,0,"0","HBACK",3,"F","A",2,"01101    0    0    0"
"7506","1.46","0.4818617385",0,0,"0","TRUCK",2,"F","B",4,"01101    0    0    0"
"7507","0.78","0.2080766598",0,0,"0","HBACK",3,"F","A",2,"01101    0    0    0"
"7508","1.83","0.1834360027",0,0,"0","HBACK",3,"F","C",5,"01101    0    0    0"
"7509","0.65","0.0465434634",0,0,"0","SEDAN",4,"F","C",3,"01101    0    0    0"
"7510","0.39","0.5886379192",0,0,"0","SEDAN",4,"M","E",6,"01101    0    0    0"
"7511","0.8","0.5886379192",0,0,"0","COUPE",4,"F","C",6,"01101    0    0    0"
"7512","0.71","0.5886379192",0,0,"0","STNWG",4,"M","B",6,"01101    0    0    0"
"7513","0.61","0.5886379192",0,0,"0","SEDAN",4,"M","B",6,"01101    0    0    0"
"7514","1.61","0.5886379192",1,1,"200","SEDAN",2,"M","B",6,"01101    0    0    0"
"7515","3.12","0.0410677618",0,0,"0","UTE",2,"F","D",3,"01101    0    0    0"
"7516","1.27","0.5886379192",0,0,"0","STNWG",4,"F","D",5,"01101    0    0    0"
"7517","1.46","0.7693360712",0,0,"0","HBACK",1,"M","D",3,"01101    0    0    0"
"7518","1.97","0.5886379192",1,1,"575.94999981","SEDAN",3,"F","A",6,"01101    0    0    0"
"7519","1.85","0.5886379192",0,0,"0","UTE",2,"M","D",5,"01101    0    0    0"
"7520","0.65","0.5886379192",0,0,"0","HBACK",4,"F","A",6,"01101    0    0    0"
"7521","4.03","0.0465434634",0,0,"0","UTE",1,"F","A",4,"01101    0    0    0"
"7522","3.099","0.4106776181",0,0,"0","SEDAN",1,"M","C",4,"01101    0    0    0"
"7523","5.899","0.0465434634",0,0,"0","STNWG",1,"M","C",3,"01101    0    0    0"
"7524","1.53","0.5886379192",0,0,"0","HBACK",1,"F","A",5,"01101    0    0    0"
"7525","1.21","0.5886379192",0,0,"0","SEDAN",3,"F","C",6,"01101    0    0    0"
"7526","1.19","0.5886379192",0,0,"0","STNWG",4,"F","B",4,"01101    0    0    0"
"7527","1.02","0.5886379192",0,0,"0","SEDAN",3,"M","E",6,"01101    0    0    0"
"7528","1.06","0.5886379192",0,0,"0","SEDAN",3,"M","C",6,"01101    0    0    0"
"7529","1.05","0.5886379192",0,0,"0","SEDAN",3,"F","A",5,"01101    0    0    0"
"7530","3.42","0.5886379192",0,0,"0","UTE",1,"M","C",5,"01101    0    0    0"
"7531","1.31","0.5886379192",0,0,"0","STNWG",4,"M","B",3,"01101    0    0    0"
"7532","1.72","0.8651608487",0,0,"0","SEDAN",2,"F","B",4,"01101    0    0    0"
"7533","2.01","0.810403833",0,0,"0","PANVN",2,"M","C",4,"01101    0    0    0"
"7534","0.77","0.5886379192",0,0,"0","SEDAN",4,"F","D",6,"01101    0    0    0"
"7535","0.78","0.1451060917",0,0,"0","UTE",4,"M","E",5,"01101    0    0    0"
"7536","1.399","0.4106776181",0,0,"0","HBACK",1,"M","B",5,"01101    0    0    0"
"7537","1.19","0.5886379192",0,0,"0","SEDAN",3,"F","A",5,"01101    0    0    0"
"7538","1.67","0.5886379192",0,0,"0","SEDAN",2,"F","D",4,"01101    0    0    0"
"7539","2.27","0.2546201232",0,0,"0","SEDAN",1,"M","A",5,"01101    0    0    0"
"7540","0.76","0.4106776181",0,0,"0","UTE",4,"F","B",4,"01101    0    0    0"
"7541","1.52","0.0027378508",0,0,"0","SEDAN",2,"M","E",6,"01101    0    0    0"
"7542","0.65","0.5886379192",0,0,"0","HBACK",4,"F","A",2,"01101    0    0    0"
"7543","1.4","0.3367556468",0,0,"0","HBACK",2,"F","C",4,"01101    0    0    0"
"7544","1.65","0.5886379192",0,0,"0","SEDAN",1,"F","E",5,"01101    0    0    0"
"7545","2.37","0.5886379192",0,0,"0","STNWG",4,"M","E",4,"01101    0    0    0"
"7546","1.15","0.5886379192",0,0,"0","SEDAN",3,"M","C",5,"01101    0    0    0"
"7547","2.01","0.5886379192",0,0,"0","HBACK",2,"M","C",5,"01101    0    0    0"
"7548","1.15","0.5886379192",0,0,"0","SEDAN",3,"F","C",4,"01101    0    0    0"
"7549","1.428","0.810403833",0,0,"0","HBACK",1,"M","B",4,"01101    0    0    0"
"7550","0.82","0.5886379192",0,0,"0","HBACK",4,"M","B",4,"01101    0    0    0"
"7551","0.37","0.5886379192",0,0,"0","SEDAN",4,"F","D",6,"01101    0    0    0"
"7552","2.999","0.7036276523",0,0,"0","STNWG",1,"F","C",3,"01101    0    0    0"
"7553","1.41","0.5119780972",0,0,"0","SEDAN",2,"F","A",3,"01101    0    0    0"
"7554","1.56","0.4106776181",1,1,"480","STNWG",4,"F","D",6,"01101    0    0    0"
"7555","1.39","0.5886379192",0,0,"0","SEDAN",3,"M","A",5,"01101    0    0    0"
"7556","2.17","0.5886379192",0,0,"0","STNWG",3,"M","A",5,"01101    0    0    0"
"7557","3.27","0.0711841205",0,0,"0","HDTOP",2,"F","B",5,"01101    0    0    0"
"7558","1.17","0.5886379192",0,0,"0","STNWG",3,"M","C",3,"01101    0    0    0"
"7559","2.99","0.5886379192",1,1,"200","HDTOP",1,"F","A",3,"01101    0    0    0"
"7560","1.4","0.0438056126",0,0,"0","HBACK",1,"F","C",3,"01101    0    0    0"
"7561","0.45","0.5886379192",0,0,"0","SEDAN",4,"F","E",3,"01101    0    0    0"
"7562","1.58","0.5886379192",0,0,"0","HBACK",3,"F","B",6,"01101    0    0    0"
"7563","0.58","0.4106776181",1,1,"390","TRUCK",4,"M","E",6,"01101    0    0    0"
"7564","2.56","0.4106776181",0,0,"0","SEDAN",1,"M","C",5,"01101    0    0    0"
"7565","1.97","0.5886379192",0,0,"0","SEDAN",3,"F","B",3,"01101    0    0    0"
"7566","0.92","0.4106776181",0,0,"0","HDTOP",4,"F","C",4,"01101    0    0    0"
"7567","1.25","0.1834360027",0,0,"0","COUPE",4,"M","A",4,"01101    0    0    0"
"7568","1.82","0.2080766598",0,0,"0","STNWG",4,"F","D",4,"01101    0    0    0"
"7569","1.92","0.5749486653",0,0,"0","SEDAN",1,"F","B",4,"01101    0    0    0"
"7570","1.08","0.5886379192",0,0,"0","SEDAN",3,"M","D",6,"01101    0    0    0"
"7571","0.46","0.5886379192",0,0,"0","STNWG",4,"F","C",4,"01101    0    0    0"
"7572","0.38","0.5886379192",0,0,"0","HBACK",4,"F","C",4,"01101    0    0    0"
"7573","1.82","0.5749486653",0,0,"0","STNWG",3,"F","A",5,"01101    0    0    0"
"7574","1.02","0.5886379192",0,0,"0","HBACK",2,"F","C",5,"01101    0    0    0"
"7575","2.91","0.5886379192",0,0,"0","STNWG",1,"M","A",3,"01101    0    0    0"
"7576","2.24","0.5886379192",0,0,"0","STNWG",2,"M","C",2,"01101    0    0    0"
"7577","1.15","0.5886379192",0,0,"0","HBACK",3,"F","B",5,"01101    0    0    0"
"7578","0.95","0.5886379192",0,0,"0","SEDAN",4,"F","C",5,"01101    0    0    0"
"7579","0.41","0.5886379192",0,0,"0","UTE",4,"M","C",4,"01101    0    0    0"
"7580","2.01","0.5749486653",0,0,"0","PANVN",2,"M","C",2,"01101    0    0    0"
"7581","1.19","0.0465434634",0,0,"0","HBACK",2,"M","C",3,"01101    0    0    0"
"7582","1.84","0.7008898015",0,0,"0","UTE",3,"F","C",3,"01101    0    0    0"
"7583","1.45","0.9993155373",0,0,"0","TRUCK",4,"M","F",4,"01101    0    0    0"
"7584","2.01","0.1834360027",0,0,"0","SEDAN",1,"F","A",3,"01101    0    0    0"
"7585","1.37","0.3066392882",0,0,"0","SEDAN",3,"M","C",5,"01101    0    0    0"
"7586","1.07","0.5886379192",0,0,"0","SEDAN",4,"F","D",5,"01101    0    0    0"
"7587","2.99","0.5886379192",0,0,"0","STNWG",1,"M","D",3,"01101    0    0    0"
"7588","1.53","0.3066392882",0,0,"0","STNWG",4,"M","A",3,"01101    0    0    0"
"7589","1.81","0.4106776181",0,0,"0","TRUCK",4,"F","E",3,"01101    0    0    0"
"7590","2.01","0.810403833",0,0,"0","PANVN",2,"M","C",4,"01101    0    0    0"
"7591","0.92","0.4106776181",0,0,"0","SEDAN",3,"F","A",3,"01101    0    0    0"
"7592","0.91","0.4106776181",0,0,"0","SEDAN",3,"M","C",4,"01101    0    0    0"
"7593","1.25","0.4106776181",0,0,"0","UTE",4,"F","C",2,"01101    0    0    0"
"7594","2.38","0.6762491444",0,0,"0","HBACK",1,"F","C",5,"01101    0    0    0"
"7595","2.82","0.4544832307",0,0,"0","STNWG",1,"M","C",3,"01101    0    0    0"
"7596","3.36","0.5886379192",0,0,"0","SEDAN",1,"F","D",4,"01101    0    0    0"
"7597","1.55","0.2847364819",0,0,"0","SEDAN",2,"F","E",2,"01101    0    0    0"
"7598","2.83","0.5886379192",0,0,"0","STNWG",1,"F","C",4,"01101    0    0    0"
"7599","1.26","0.9993155373",0,0,"0","HBACK",2,"F","C",5,"01101    0    0    0"
"7600","1.79","0.5886379192",0,0,"0","SEDAN",2,"F","C",3,"01101    0    0    0"
"7601","1.02","0.4106776181",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"7602","2.91","0.7967145791",0,0,"0","STNWG",1,"M","B",6,"01101    0    0    0"
"7603","1.08","0.810403833",0,0,"0","SEDAN",3,"F","A",6,"01101    0    0    0"
"7604","2.66","0.5886379192",0,0,"0","SEDAN",1,"M","B",5,"01101    0    0    0"
"7605","1.6","0.2080766598",1,1,"1404.75","HBACK",2,"F","A",2,"01101    0    0    0"
"7606","1.28","0.5886379192",0,0,"0","SEDAN",3,"F","B",3,"01101    0    0    0"
"7607","1.7","0.5694729637",0,0,"0","SEDAN",2,"F","A",6,"01101    0    0    0"
"7608","0.93","0.5886379192",0,0,"0","HBACK",3,"F","E",4,"01101    0    0    0"
"7609","1.4","0.0821355236",0,0,"0","STNWG",4,"M","C",5,"01101    0    0    0"
"7610","2.5","0.1806981519",0,0,"0","SEDAN",2,"F","D",4,"01101    0    0    0"
"7611","1.94","0.4106776181",0,0,"0","SEDAN",3,"F","B",4,"01101    0    0    0"
"7612","3.05","0.4106776181",0,0,"0","STNWG",2,"M","B",4,"01101    0    0    0"
"7613","0.79","0.810403833",0,0,"0","SEDAN",4,"F","B",3,"01101    0    0    0"
"7614","0.83","0.424366872",0,0,"0","HBACK",4,"F","B",2,"01101    0    0    0"
"7615","0.65","0.5886379192",0,0,"0","UTE",4,"F","E",2,"01101    0    0    0"
"7616","2.45","0.5886379192",0,0,"0","STNWG",3,"F","B",3,"01101    0    0    0"
"7617","5.236","0.4106776181",0,0,"0","STNWG",1,"F","A",5,"01101    0    0    0"
"7618","3.19","0.0465434634",0,0,"0","STNWG",2,"F","E",4,"01101    0    0    0"
"7619","1.23","0.5886379192",0,0,"0","STNWG",4,"F","D",6,"01101    0    0    0"
"7620","3.46","0.4106776181",0,0,"0","STNWG",2,"M","C",4,"01101    0    0    0"
"7621","3.67","0.3449691992",0,0,"0","STNWG",2,"M","D",2,"01101    0    0    0"
"7622","1.32","0.4106776181",0,0,"0","STNWG",4,"F","E",3,"01101    0    0    0"
"7623","1.02","0.5886379192",0,0,"0","HBACK",3,"F","E",6,"01101    0    0    0"
"7624","1.06","0.5886379192",0,0,"0","SEDAN",3,"F","B",6,"01101    0    0    0"
"7625","1.65","0.5886379192",0,0,"0","SEDAN",1,"F","D",3,"01101    0    0    0"
"7626","0.38","0.0027378508",0,0,"0","HBACK",4,"M","D",3,"01101    0    0    0"
"7627","1.15","0.5886379192",0,0,"0","HBACK",3,"F","D",4,"01101    0    0    0"
"7628","1.89","0.810403833",0,0,"0","BUS",3,"F","A",1,"01101    0    0    0"
"7629","2.51","0.0465434634",0,0,"0","SEDAN",1,"F","B",6,"01101    0    0    0"
"7630","3.27","0.5886379192",0,0,"0","TRUCK",2,"M","F",5,"01101    0    0    0"
"7631","1.12","0.1834360027",0,0,"0","STNWG",4,"F","A",2,"01101    0    0    0"
"7632","0.91","0.5886379192",0,0,"0","UTE",4,"M","C",3,"01101    0    0    0"
"7633","1.4","0.5886379192",0,0,"0","SEDAN",2,"M","B",5,"01101    0    0    0"
"7634","0.46","0.5886379192",0,0,"0","HBACK",4,"F","B",5,"01101    0    0    0"
"7635","0.35","0.5886379192",0,0,"0","SEDAN",4,"M","A",3,"01101    0    0    0"
"7636","1.35","0.5886379192",0,0,"0","STNWG",4,"F","C",4,"01101    0    0    0"
"7637","1.578","0.810403833",0,0,"0","HBACK",1,"M","C",2,"01101    0    0    0"
"7638","1.37","0.5886379192",1,1,"200","HBACK",2,"F","A",3,"01101    0    0    0"
"7639","1.71","0.0082135524",0,0,"0","SEDAN",3,"F","A",3,"01101    0    0    0"
"7640","3.73","0.2710472279",0,0,"0","STNWG",2,"F","F",5,"01101    0    0    0"
"7641","3.34","0.5886379192",0,0,"0","STNWG",3,"F","A",2,"01101    0    0    0"
"7642","1.98","0.4106776181",0,0,"0","HBACK",2,"M","A",4,"01101    0    0    0"
"7643","1.89","0.5886379192",0,0,"0","SEDAN",1,"F","B",4,"01101    0    0    0"
"7644","1.01","0.5886379192",0,0,"0","UTE",4,"M","D",3,"01101    0    0    0"
"7645","1.23","0.4106776181",0,0,"0","STNWG",3,"F","A",6,"01101    0    0    0"
"7646","1.26","0.4106776181",0,0,"0","HBACK",2,"M","C",1,"01101    0    0    0"
"7647","1.29","0.5886379192",0,0,"0","HBACK",3,"F","C",4,"01101    0    0    0"
"7648","1.23","0.5886379192",0,0,"0","HBACK",2,"F","A",5,"01101    0    0    0"
"7649","0.72","0.0465434634",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"7650","2.95","0.5886379192",0,0,"0","STNWG",3,"F","C",3,"01101    0    0    0"
"7651","4.03","0.1998631075",0,0,"0","STNWG",1,"M","B",6,"01101    0    0    0"
"7652","2.91","0.5886379192",1,1,"889.84999847","STNWG",1,"F","B",4,"01101    0    0    0"
"7653","2.47","0.810403833",0,0,"0","STNWG",3,"F","B",2,"01101    0    0    0"
"7654","1.71","0.1834360027",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"7655","0.99","0.0054757016",0,0,"0","SEDAN",3,"F","C",3,"01101    0    0    0"
"7656","1.89","0.8076659822",0,0,"0","HBACK",1,"F","D",5,"01101    0    0    0"
"7657","1.67","0.2655715263",0,0,"0","STNWG",4,"M","C",1,"01101    0    0    0"
"7658","4.34","0.1834360027",0,0,"0","STNWG",2,"M","F",2,"01101    0    0    0"
"7659","0.35","0.8624229979",0,0,"0","PANVN",4,"M","A",1,"01101    0    0    0"
