"nocontrat";"no";"garantie";"cout";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"987";2147093;60489;"1RC";586;0.95;"A";5;2;65;50;2;"E";24;13
"988";2147663;67751;"1RC";1172;0.35;"D";4;13;33;100;2;"E";24;0
"989";2147998;57751;"1RC";1172;0.38;"D";5;13;28;95;2;"D";52;1
"990";2148592;66110;"1RC";1172;0.3;"C";7;18;42;56;2;"E";73;13
"991";2150485;56591;"1RC";1172;0.41;"E";6;11;47;50;1;"D";82;13
"992";2150527;56621;"1RC";1135.84;0.24;"D";8;5;23;100;2;"D";82;0
"993";2151760;57184;"1RC";1351.62;0.91;"B";7;5;42;57;2;"D";31;10
"994";2152651;51837;"1RC";197.28;0.72;"E";7;4;29;85;1;"E";25;3
"995";2153616;67579;"1RC";1166.44;0.48;"D";6;8;44;76;5;"E";24;5
"996";2153760;67791;"1RC";1172;0.29;"D";6;12;36;60;1;"D";24;9
"997";2153814;55144;"1RC";845.3;0.8;"B";4;0;35;50;1;"D";26;13
"998";2156368;66881;"1RC";2344;0.16;"D";4;0;74;70;2;"E";31;6
"999";2158059;53026;"1RC";693.92;0.59;"C";4;2;32;100;3;"E";72;0
"1000";2159343;56067;"1RC";1948.22;0.45;"D";5;5;49;50;4;"D";41;13
"1001";2159583;66054;"1RC";1172;0.46;"E";7;14;54;118;1;"E";93;-1
"1002";2160409;63213;"1RC";721.98;0.19;"D";6;7;30;60;2;"D";23;9
"1003";2162499;51114;"1RC";462.84;0.11;"E";10;11;27;100;11;"E";82;0
"1004";2163076;58892;"1RC";1172;0.14;"D";6;12;45;50;1;"E";24;13
"1005";2164200;61459;"1RC";434.07;0.51;"D";9;69;22;90;3;"E";52;2
"1006";2165506;60688;"1RC";1357.34;0.54;"C";7;3;54;63;10;"D";91;13
"1007";2165895;67557;"1RC";4114.87;0.01;"D";12;17;39;80;11;"E";24;4
"1008";2166481;64176;"1RC";2392.15;0.49;"A";6;18;19;125;10;"D";24;-1
"1009";2167452;59799;"1RC";1172;0.26;"B";6;7;46;51;2;"D";82;12
"1010";2169570;53024;"1RC";1172;0.14;"E";6;2;40;50;2;"E";72;13
"1011";2176836;54762;"1RC";1172;1;"A";4;12;74;50;4;"E";24;13
"1012";2177091;57222;"1RC";730.26;0.94;"A";4;13;47;50;1;"D";24;13
"1013";2178201;58810;"1RC";1756.19;0.91;"A";6;12;42;50;12;"E";24;13
"1014";2178666;63530;"1RC";1172;1;"C";5;6;42;65;2;"D";53;7
"1015";2180160;54715;"1RC";1172;1;"B";4;17;72;50;1;"E";24;13
"1016";2182323;64276;"1RC";2200.35;1;"A";6;11;36;72;2;"D";54;6
"1017";2183124;59137;"1RC";586;1;"D";9;11;41;50;2;"E";53;13
"1018";2183128;51609;"1RC";1172;0.4;"E";4;2;56;50;1;"E";25;13
"1019";2183403;61028;"1RC";1172;1;"B";5;4;59;50;1;"E";53;13
"1020";2183551;56420;"1RC";1172;1;"B";4;12;47;50;5;"E";82;13
"1021";2183917;64123;"1RC";1505.47;0.82;"C";6;9;41;62;2;"D";24;13
"1022";2184068;57332;"1RC";87.6;1;"C";5;10;35;50;2;"D";24;13
"1023";2186052;51358;"1RC";1172;1;"E";9;1;37;58;1;"E";82;13
"1024";2186088;65722;"1RC";1172;1;"C";10;13;47;50;5;"D";82;13
"1025";2187084;58967;"1RC";4527.01;0.24;"C";5;7;32;85;2;"D";53;3
"1026";2187601;51732;"1RC";4172;0.83;"E";4;19;37;50;1;"E";25;13
"1027";2188310;59948;"1RC";1607.5;0.8;"A";6;14;32;95;3;"E";24;1
"1028";2189063;53295;"1RC";1172;0.36;"A";7;2;52;55;3;"D";26;13
"1029";2190727;62141;"1RC";77.5;1;"C";5;15;46;50;2;"D";24;13
"1030";2191707;62120;"1RC";1172;1;"C";7;12;54;50;1;"E";24;13
"1031";2192561;60350;"1RC";1172;1;"A";7;19;63;50;1;"E";24;13
"1032";2192802;53918;"1RC";1172;1;"B";6;8;29;71;6;"E";52;6
"1033";2193045;59011;"1RC";1824.75;1;"E";7;7;34;54;1;"E";52;11
"1034";2193084;52813;"1RC";399.76;0.42;"E";6;8;32;90;3;"D";11;2
"1035";2193478;59871;"1RC";1172;1;"F";6;9;37;76;2;"D";11;5
"1036";2193487;58898;"1RC";2672;1;"B";4;11;33;60;1;"E";24;9
"1037";2193563;56766;"1RC";1172;1;"E";4;4;28;67;2;"D";82;7
"1038";2194006;61483;"1RC";1172;1;"E";5;2;47;58;2;"D";52;13
"1039";2194029;60392;"1RC";375.99;0.98;"C";7;7;61;52;1;"D";24;13
"1040";2196029;53541;"1RC";547.31;1;"A";8;13;55;50;12;"E";24;13
"1041";2197139;57764;"1RC";1289.46;0.11;"A";6;8;64;50;2;"E";24;13
"1042";2197748;59228;"1RC";1172;0.53;"A";7;14;39;62;11;"D";54;13
"1043";2198145;63753;"1RC";1172;1;"A";4;6;72;50;2;"E";82;13
"1044";2203584;62424;"1RC";1032.14;0.97;"D";8;16;40;80;1;"D";24;4
"1045";2203719;65817;"1RC";1172;0.78;"A";6;11;38;57;1;"D";82;10
"1046";2203844;56296;"1RC";70;0.87;"C";6;10;42;60;1;"D";93;9
"1047";2203844;56356;"1RC";527.3;0.87;"C";6;10;42;60;1;"D";93;9
"1048";2204254;50773;"1RC";1591.18;1;"C";6;8;37;50;4;"E";54;13
"1049";2205192;58671;"1RC";1172;0.84;"B";4;6;49;50;1;"E";24;13
"1050";2205657;61032;"1RC";52.17;1;"C";6;8;55;50;2;"D";53;13
"1051";2205720;52462;"1RC";1172;1;"C";9;10;57;50;2;"E";24;13
"1052";2205793;66936;"1RC";586;0.17;"B";8;4;33;59;2;"D";24;13
"1053";2207985;50140;"1RC";1172;0.78;"D";8;15;54;58;13;"D";53;13
"1054";2207987;56393;"1RC";76.01;0.77;"D";11;3;64;50;11;"E";82;13
"1055";2208705;61343;"1RC";2768;0.56;"C";4;14;53;50;2;"E";52;13
"1056";2210359;54359;"1RC";1172;1;"C";6;12;52;50;1;"E";53;13
"1057";2210359;54261;"1RC";1172;1;"C";6;12;52;50;1;"E";53;13
"1058";2210602;55608;"1RC";2058.18;0.7;"C";5;2;46;50;1;"D";11;13
"1059";2211153;55725;"1RC";1229.34;0.9;"C";5;13;36;50;2;"D";53;13
"1060";2211172;56295;"1RC";1172;0.35;"E";5;12;22;85;2;"D";25;3
"1061";2211636;61269;"1RC";79.79;1;"F";6;5;25;64;13;"D";11;8
"1062";2212047;58078;"1RC";1172;0.75;"C";4;6;31;55;2;"E";54;13
"1063";2212047;58085;"1RC";2206.73;0.75;"C";4;6;31;55;2;"E";54;13
"1064";2212449;60754;"1RC";1172;0.46;"C";6;5;22;90;12;"E";91;2
"1065";2213966;103374;"1RC";777.53;0.08;"B";5;7;43;51;5;"D";93;12
"1066";2214607;103560;"1RC";743.23;0.49;"C";10;11;37;57;12;"D";93;10
"1067";2215010;105211;"1RC";552.54;0.49;"D";7;8;36;60;1;"E";24;9
"1068";2215388;101946;"1RC";1964.7;0.49;"C";7;1;47;52;4;"D";82;13
"1069";2215712;102942;"1RC";3379.57;0.49;"E";6;2;47;50;1;"D";93;13
"1070";2216351;103688;"1RC";3127.62;0.43;"E";6;7;29;76;2;"D";52;5
"1071";2216619;103590;"1RC";2445.29;0.33;"C";7;7;42;50;1;"D";72;13
"1072";2219417;103670;"1RC";707.21;0.08;"E";9;0;35;64;2;"E";23;8
"1073";2223886;103851;"1RC";2843.13;0.08;"E";11;5;48;55;6;"E";24;13
"1074";2225154;101265;"1RC";2259.69;0.08;"F";7;6;57;50;4;"E";11;13
"1075";2225386;104051;"1RC";822.6;0.08;"A";6;8;36;76;2;"D";24;5
"1076";2225855;103845;"1RC";2900;0.17;"C";5;4;72;50;12;"D";82;13
"1077";2227636;101215;"1RC";72.01;0.98;"E";8;3;52;56;11;"D";82;13
"1078";2227636;101216;"1RC";1500;0.98;"E";8;3;52;56;11;"D";82;13
"1079";2227860;104512;"1RC";1533.82;0.92;"E";10;12;36;50;10;"E";72;13
"1080";2227880;104489;"1RC";1281.33;0.37;"C";5;15;49;50;2;"E";91;13
"1081";2231602;101268;"1RC";18000;0.39;"E";4;7;36;76;11;"D";82;5
"1082";2231701;104395;"1RC";3484;0.33;"D";6;6;56;50;1;"D";73;13
"1083";2235068;104101;"1RC";217.29;0.65;"B";9;0;39;62;3;"D";73;13
"1084";2235187;104430;"1RC";1588.33;0.31;"C";6;7;19;95;2;"E";93;1
"1085";2239653;104603;"1RC";301.67;0.29;"C";7;8;40;90;6;"E";93;2
"1086";2241380;104594;"1RC";1224.95;0.35;"E";7;1;28;64;2;"E";52;8
"1087";2241592;104585;"1RC";575;0.31;"E";7;9;47;90;1;"E";82;2
"1088";2241658;104195;"1RC";5000;0.29;"D";9;14;66;71;2;"E";93;6
"1089";2241683;104192;"1RC";809.31;0.33;"D";4;12;52;50;1;"E";91;13
"1090";2241683;104194;"1RC";4500;0.33;"D";4;12;52;50;1;"E";91;13
"1091";2241683;104550;"1RC";1987.42;0.33;"D";4;12;52;50;1;"E";91;13
"1092";2241683;104198;"1RC";1628.5;0.33;"D";4;12;52;50;1;"E";91;13
"1093";2241683;104568;"1RC";101.66;0.33;"D";4;12;52;50;1;"E";91;13
"1094";2241683;104571;"1RC";127.74;0.33;"D";4;12;52;50;1;"E";91;13
"1095";2241683;104608;"1RC";1850.19;0.33;"D";4;12;52;50;1;"E";91;13
"1096";2241683;104576;"1RC";2093.85;0.33;"D";4;12;52;50;1;"E";91;13
"1097";2241683;104606;"1RC";1965.6;0.33;"D";4;12;52;50;1;"E";91;13
"1098";2241683;104607;"1RC";10000;0.33;"D";4;12;52;50;1;"E";91;13
"1099";2241683;104668;"1RC";2349.21;0.33;"D";4;12;52;50;1;"E";91;13
"1100";2241683;104605;"1RC";1500;0.33;"D";4;12;52;50;1;"E";91;13
"1101";2241683;104551;"1RC";1520;0.33;"D";4;12;52;50;1;"E";91;13
"1102";2241683;104657;"1RC";1500;0.33;"D";4;12;52;50;1;"E";91;13
"1103";2241683;104644;"1RC";96.24;0.33;"D";4;12;52;50;1;"E";91;13
"1104";2241683;104654;"1RC";3499.65;0.33;"D";4;12;52;50;1;"E";91;13
"1105";2247990;105227;"1RC";170.33;0.25;"E";4;0;27;100;12;"E";93;0
"1106";2256254;101157;"1RC";2278.45;1;"C";5;11;70;50;1;"E";91;13
"1107";2256527;103113;"1RC";965.04;1;"C";5;4;22;85;2;"E";91;3
"1108";2257991;100982;"1RC";1675.19;1;"D";6;10;32;64;1;"E";91;8
"1109";2258870;102384;"1RC";1624.05;0.45;"E";8;9;38;68;10;"D";93;7
"1110";2260231;102164;"1RC";1522.21;1;"E";6;2;66;50;6;"D";93;13
"1111";2261162;102154;"1RC";3833.82;0.32;"C";6;6;47;90;1;"D";31;2
"1112";2261282;102466;"1RC";2583.62;1;"F";12;18;71;50;6;"E";11;13
"1113";2261355;104786;"1RC";590.36;0.28;"C";5;0;83;50;1;"E";93;13
"1114";2261404;101853;"1RC";648.41;1;"F";7;6;52;77;5;"E";11;4
"1115";2262599;102028;"1RC";588.44;0.42;"E";7;3;59;50;11;"D";91;13
"1116";2263225;102550;"1RC";1890.91;1;"D";7;6;34;50;12;"D";72;13
"1117";2263225;102551;"1RC";1173.38;1;"D";7;6;34;50;12;"D";72;13
"1118";2266315;102388;"1RC";670.64;0.24;"C";4;10;50;50;1;"E";72;13
"1119";2266429;104232;"1RC";20000;0.92;"E";4;12;39;57;2;"E";93;10
"1120";2267962;102043;"1RC";3505.32;0.36;"C";5;0;27;90;2;"D";91;2
"1121";2268155;104102;"1RC";1287.44;1;"B";6;12;69;52;1;"D";72;13
"1122";2268383;102541;"1RC";105.45;0.18;"D";5;8;29;64;4;"D";93;8
"1123";2268538;101929;"1RC";771.5;0.4;"E";6;10;47;50;1;"D";93;13
"1124";2269849;102399;"1RC";706.21;0.08;"C";7;5;34;50;12;"E";31;13
"1125";2270924;102202;"1RC";527.49;0.49;"D";7;12;39;50;11;"D";91;13
"1126";2271716;102531;"1RC";1785.85;0.5;"D";7;7;58;50;2;"E";93;13
"1127";2271787;101186;"1RC";1060;0.5;"D";5;7;38;95;4;"D";72;1
"1128";2272360;102104;"1RC";1762.37;0.44;"E";7;5;44;56;2;"E";93;13
"1129";2272894;102940;"1RC";10604.53;0.35;"E";7;3;32;76;5;"E";72;5
"1130";2274647;101066;"1RC";1415.1;0.08;"E";5;12;44;53;2;"E";11;13
"1131";2274924;103043;"1RC";160.67;0.5;"A";6;6;36;50;2;"D";72;13
"1132";2275270;103098;"1RC";81.33;0.27;"C";5;7;40;51;2;"D";91;12
"1133";2275270;103099;"1RC";1500;0.27;"C";5;7;40;51;2;"D";91;12
"1134";2275270;103474;"1RC";1435.6;0.27;"C";5;7;40;51;2;"D";91;12
"1135";2275323;102313;"1RC";896.23;0.4;"C";6;4;22;85;6;"D";91;3
"1136";2275621;103364;"1RC";1689.25;0.75;"E";5;1;37;50;2;"E";91;13
"1137";2275925;101201;"1RC";100;0.25;"D";7;4;33;90;5;"E";72;2
"1138";2276522;104735;"1RC";1217.06;0.75;"E";4;3;54;72;2;"D";11;6
"1139";2276830;102510;"1RC";1671.64;0.5;"C";7;12;49;72;2;"D";93;6
"1140";2276830;102511;"1RC";647.47;0.5;"C";7;12;49;72;2;"D";93;6
"1141";2277215;101489;"1RC";816.3;0.5;"A";8;15;40;50;1;"D";73;13
"1142";2277250;102909;"1RC";822.72;0.5;"E";5;2;29;80;5;"E";93;4
"1143";2277413;103502;"1RC";2451.14;0.85;"E";8;1;47;60;2;"D";93;9
"1144";2277447;103001;"1RC";1251.14;0.43;"E";5;11;48;50;5;"E";93;13
"1145";2278336;102725;"1RC";278.15;0.08;"D";9;1;44;64;1;"D";31;8
"1146";2280355;103515;"1RC";2781.2;0.08;"E";6;3;29;80;12;"D";82;4
"1147";2280739;102659;"1RC";748.22;0.41;"D";5;4;41;50;3;"D";93;13
"1148";2280780;102803;"1RC";1716.61;0.58;"C";7;1;52;50;12;"D";91;13
"1149";2280977;104741;"1RC";279.26;0.5;"D";9;0;38;61;6;"D";23;13
"1150";2281484;103401;"1RC";1108.05;0.5;"B";5;1;34;72;2;"D";72;6
"1151";2284679;101175;"1RC";5000;0.08;"E";4;10;23;100;1;"E";82;0
"1152";2285479;101159;"1RC";208;0.16;"D";6;4;55;50;2;"E";72;13
"1153";2285763;104356;"1RC";364.18;0.49;"E";13;3;55;50;12;"E";93;13
"1154";2285846;103941;"1RC";1529.05;0.49;"C";5;7;48;50;2;"D";22;13
"1155";2286241;104574;"1RC";735.51;0.49;"B";6;0;40;50;2;"D";26;13
"1156";2286984;103647;"1RC";500;0.5;"D";7;8;30;90;11;"E";91;2
"1157";2288543;103299;"1RC";1729.82;0.08;"D";5;10;37;54;3;"D";31;11
"1158";3000277;18258;"1RC";1204;0.4;"D";10;4;53;106;13;"E";41;-1
"1159";3000277;18576;"1RC";1204;0.4;"D";10;4;53;106;13;"E";41;-1
"1160";3007999;17730;"1RC";2408;0.78;"A";5;3;52;50;12;"E";74;13
"1161";3009404;22817;"1RC";1204;0.83;"D";4;2;59;50;12;"E";54;13
"1162";3010561;18459;"1RC";1204;0.96;"C";6;3;42;63;12;"E";11;13
"1163";3012889;18070;"1RC";1204;0.22;"F";4;2;50;50;12;"E";11;13
"1164";3013019;18620;"1RC";1204;0.58;"E";14;15;31;100;12;"D";73;0
"1165";3013339;20669;"1RC";556.14;0.67;"C";4;2;44;50;12;"E";93;13
"1166";3014842;20806;"1RC";1204;0.32;"D";8;0;56;50;12;"E";72;13
"1167";3016982;17285;"1RC";1204;0.53;"D";10;2;28;80;12;"E";74;4
"1168";3017153;18194;"1RC";1204;0.53;"A";8;6;53;95;10;"D";72;1
"1169";3018939;17904;"1RC";556.88;0.7;"D";10;2;62;50;12;"E";82;13
"1170";3024938;18983;"1RC";1204;0.78;"E";12;1;32;60;12;"E";11;9
"1171";3025540;20759;"1RC";1204;0.15;"E";6;1;28;64;12;"D";23;8
"1172";3025890;17537;"1RC";369131.88;0.09;"A";7;1;36;50;12;"D";21;13
"1173";3025890;17538;"1RC";13823.26;0.09;"A";7;1;36;50;12;"D";21;13
"1174";3026192;17615;"1RC";1204;0.28;"D";4;1;31;90;12;"E";31;2
"1175";3026393;18489;"1RC";1204;0.08;"D";12;1;41;55;12;"E";91;13
"1176";3029532;20201;"1RC";673.57;0.54;"D";6;9;25;85;1;"D";94;3
"1177";3029532;20203;"1RC";353.52;0.54;"D";6;9;25;85;1;"D";94;3
"1178";3029988;21027;"1RC";878.21;0.57;"E";8;0;40;85;12;"D";82;3
"1179";3030021;20350;"1RC";810.14;0.4;"D";7;0;46;50;12;"D";54;13
"1180";3030021;20351;"1RC";1204;0.4;"D";7;0;46;50;12;"D";54;13
"1181";3030285;20238;"1RC";3368.14;0.6;"A";10;0;76;52;12;"E";93;13
"1182";3030285;20239;"1RC";1204;0.6;"A";10;0;76;52;12;"E";93;13
"1183";3030809;21362;"1RC";1204;0.5;"C";5;2;33;68;2;"D";31;7
"1184";3030811;19677;"1RC";1204;0.53;"A";4;0;34;76;12;"D";91;5
"1185";3030877;19383;"1RC";4124.53;0.1;"B";5;5;33;106;12;"D";42;-1
"1186";3031396;21248;"1RC";4268.08;0.07;"E";5;4;20;95;3;"D";11;1
"1187";3034933;18363;"1RC";1621.19;0.53;"E";6;15;27;100;3;"E";82;0
"1188";3035460;18352;"1RC";1565.67;0.15;"E";5;10;25;90;2;"D";73;2
"1189";3036220;21306;"1RC";1204;0.34;"E";4;1;25;68;12;"D";24;7
"1190";3037061;20903;"1RC";1204;0.38;"E";4;1;50;50;12;"E";11;13
"1191";3037103;19267;"1RC";1204;0.61;"E";11;1;44;70;12;"D";82;6
"1192";3038465;17260;"1RC";1204;0.35;"C";4;2;67;76;12;"E";11;5
"1193";3041107;17314;"1RC";114759.95;0.13;"F";6;15;39;100;3;"E";11;0
"1194";3042701;17421;"1RC";1204;0.26;"D";10;10;37;63;12;"D";82;13
"1195";3042778;21377;"1RC";1204;0.99;"E";4;0;25;100;12;"D";31;0
"1196";3042786;17557;"1RC";1204;0.92;"E";7;0;26;100;12;"E";11;0
"1197";3042791;20931;"1RC";556.14;0.99;"D";6;0;67;50;12;"D";11;13
"1198";3042861;20403;"1RC";1204;0.84;"F";8;0;53;50;12;"D";11;13
"1199";3043544;20399;"1RC";1204;0.89;"C";10;3;27;85;12;"D";93;3
"1200";3043612;18369;"1RC";1204;0.48;"C";8;0;48;50;12;"D";91;13
"1201";3043826;20231;"1RC";1204;0.72;"D";6;3;45;50;12;"E";22;13
"1202";3045359;20306;"1RC";602;0.23;"F";6;1;51;54;12;"D";11;11
"1203";3045425;1244;"1RC";1204;0.64;"E";8;0;60;50;12;"D";11;13
"1204";3045658;20425;"1RC";1204;0.47;"A";11;4;60;50;12;"E";24;13
"1205";3046698;71700;"1RC";1204;1;"C";5;4;77;58;4;"E";53;13
"1206";3047305;72019;"1RC";2882.82;1;"B";4;7;75;62;2;"E";24;13
"1207";3047899;77223;"1RC";1204;0.25;"F";7;10;75;50;13;"D";11;13
"1208";3049112;75860;"1RC";1764.1;1;"C";7;7;46;50;1;"D";53;13
"1209";3049828;80260;"1RC";1204;0.24;"C";6;2;69;50;2;"D";24;13
"1210";3050171;67838;"1RC";65.14;1;"A";5;9;43;50;1;"E";24;13
"1211";3051189;82166;"1RC";1033.66;1;"F";6;6;37;50;1;"D";11;13
"1212";3051995;74237;"1RC";950.43;0.74;"C";5;2;42;54;2;"D";52;11
"1213";3052044;74227;"1RC";1204;1;"A";7;6;69;50;2;"E";24;13
"1214";3055490;80032;"1RC";26498.79;0.34;"B";5;12;49;59;1;"E";53;13
"1215";3055968;68511;"1RC";1204;1;"D";7;5;34;58;2;"D";54;13
"1216";3056073;72537;"1RC";1204;0.81;"B";6;11;53;50;2;"E";24;13
"1217";3057089;78626;"1RC";1534.99;1;"A";5;4;35;67;1;"D";24;7
"1218";3058061;69890;"1RC";1204;0.83;"C";6;8;42;50;6;"D";24;13
"1219";3059122;78706;"1RC";1204;0.7;"E";5;5;43;50;2;"E";24;13
"1220";3059615;78956;"1RC";7800;1;"E";7;4;59;50;3;"E";24;13
"1221";3060186;68186;"1RC";1609.57;1;"C";5;9;50;50;5;"D";24;13
"1222";3060914;74859;"1RC";484.49;1;"E";7;1;58;50;3;"D";24;13
"1223";3060914;74717;"1RC";401.32;1;"E";7;1;58;50;3;"D";24;13
"1224";3061672;79464;"1RC";1204;1;"F";15;11;64;65;5;"E";11;7
"1225";3062090;74384;"1RC";1783.41;1;"C";11;8;56;50;10;"E";82;13
"1226";3062127;74413;"1RC";1204;1;"C";4;14;55;50;1;"E";82;13
"1227";3062298;69524;"1RC";206.1;1;"C";6;4;56;67;5;"D";25;7
"1228";3064594;74095;"1RC";803.27;0.9;"D";7;8;56;85;1;"D";82;3
"1229";3064990;76108;"1RC";521.45;1;"F";4;17;32;60;3;"D";11;9
"1230";3066368;70235;"1RC";1204;1;"C";5;15;72;50;1;"E";24;13
"1231";3066880;75734;"1RC";1204;1;"C";5;15;70;50;1;"D";53;13
"1232";3067755;77688;"1RC";1338.26;1;"E";6;13;42;58;1;"D";52;13
"1233";3067835;77651;"1RC";82.32;1;"D";11;2;53;50;13;"E";52;13
"1234";3068697;79256;"1RC";7777;1;"E";5;2;32;51;2;"D";11;12
"1235";3069582;80420;"1RC";257.45;1;"C";6;4;32;64;2;"D";24;8
"1236";3070210;72018;"1RC";406.89;1;"C";10;16;40;90;2;"D";24;2
"1237";3071888;75555;"1RC";502.61;0.37;"A";4;13;51;50;6;"D";24;13
"1238";3072002;75348;"1RC";1204;0.36;"C";7;14;28;100;1;"E";24;0
"1239";3072592;75037;"1RC";473.74;0.45;"C";7;8;32;64;2;"D";24;8
"1240";3072860;75160;"1RC";1462.81;1;"B";6;5;60;68;3;"D";26;7
"1241";3075166;70301;"1RC";2014.24;0.91;"D";5;6;53;112;5;"E";72;-1
"1242";3075166;70346;"1RC";1601.75;0.91;"D";5;6;53;112;5;"E";72;-1
"1243";3075383;68950;"1RC";1204;0.95;"C";7;15;42;50;3;"E";82;13
"1244";3075890;78210;"1RC";1204;1;"E";7;15;51;50;1;"E";93;13
"1245";3076964;82273;"1RC";6000;1;"D";6;17;81;50;14;"E";82;13
"1246";3079119;81705;"1RC";1309.25;0.89;"D";6;5;45;50;2;"E";42;13
"1247";3080654;69868;"1RC";2113.9;1;"D";7;8;47;50;2;"D";24;13
"1248";3082084;70095;"1RC";428.91;0.49;"D";5;5;55;50;5;"D";24;13
"1249";3082140;70097;"1RC";1000;0.81;"D";5;16;48;50;2;"E";24;13
"1250";3084386;67944;"1RC";1389.7;0.94;"B";6;2;40;50;5;"D";72;13
"1251";3085888;80634;"1RC";1204;1;"A";9;14;43;50;10;"D";24;13
"1252";3086282;73362;"1RC";1204;1;"C";5;12;79;50;1;"E";41;13
"1253";3086829;82170;"1RC";1204;0.7;"D";7;4;63;62;2;"E";24;13
"1254";3086911;72637;"1RC";536.32;0.05;"C";7;6;40;51;2;"D";53;12
"1255";3088188;83220;"1RC";1204;0.24;"C";5;11;72;50;3;"D";93;13
"1256";3089228;80935;"1RC";2704;1;"D";6;8;58;140;1;"D";52;-1
"1257";3089244;80841;"1RC";115.8;1;"A";7;5;35;50;1;"D";52;13
"1258";3089342;80887;"1RC";1204;1;"B";6;15;49;58;1;"D";52;13
"1259";3090450;80697;"1RC";1204;0.92;"D";6;15;47;50;1;"E";82;13
"1260";3092208;69732;"1RC";16.92;0.5;"D";5;4;67;50;5;"E";24;13
"1261";3092238;69863;"1RC";483.61;0.78;"B";4;12;33;50;1;"D";24;13
"1262";3092548;81070;"1RC";1204;1;"A";4;18;70;50;1;"E";74;13
"1263";3093268;74925;"1RC";1204;1;"C";7;5;37;58;1;"E";54;13
"1264";3093422;74958;"1RC";1204;0.56;"D";5;17;55;75;2;"D";54;5
"1265";3093701;69360;"1RC";530.63;0.04;"E";6;11;38;51;2;"D";25;12
"1266";3093985;77854;"1RC";1147.02;0.06;"D";9;14;54;50;3;"E";52;13
"1267";3094554;70721;"1RC";1204;0.7;"D";7;9;53;50;2;"D";82;13
"1268";3097214;82878;"1RC";7777;1;"D";4;10;54;63;6;"E";31;13
"1269";3097543;82498;"1RC";1096.97;0.54;"D";9;13;22;80;1;"E";82;4
"1270";3098141;81618;"1RC";1204;0.75;"A";5;3;58;50;2;"D";24;13
"1271";3098186;81594;"1RC";1204;0.41;"A";4;13;20;68;1;"E";24;7
"1272";3098801;74107;"1RC";1204;1;"E";6;5;54;62;3;"D";31;13
"1273";3099301;83721;"1RC";1204;0.76;"A";7;9;42;50;1;"E";53;13
"1274";3100317;80964;"1RC";1204;1;"A";5;20;83;61;1;"E";24;13
"1275";3100684;81123;"1RC";1204;1;"E";7;11;44;50;11;"D";24;13
"1276";3100736;68737;"1RC";1204;1;"C";5;9;33;63;5;"D";82;13
"1277";3100736;68766;"1RC";85;1;"C";5;9;33;63;5;"D";82;13
"1278";3101759;76503;"1RC";1204;1;"C";6;15;42;50;1;"D";82;13
"1279";3101761;70418;"1RC";341.01;0.48;"D";4;9;47;76;6;"E";72;5
"1280";3101807;70527;"1RC";737.6;1;"D";6;9;55;50;5;"E";72;13
"1281";3101988;70414;"1RC";1204;0.45;"A";4;15;56;50;4;"E";72;13
"1282";3102829;79223;"1RC";1204;0.24;"E";8;20;61;85;5;"E";11;3
"1283";3103183;82725;"1RC";1204;0.58;"A";10;12;35;118;13;"D";24;-1
"1284";3103544;68971;"1RC";1204;0.77;"C";10;5;30;80;1;"E";82;4
"1285";3103727;78352;"1RC";2204;0.43;"D";7;2;23;100;3;"D";54;0
"1286";3104408;74733;"1RC";1204;0.41;"C";8;2;51;62;2;"D";24;13
"1287";3104822;78452;"1RC";1204;0.66;"B";7;6;56;62;5;"D";54;13
"1288";3105129;75181;"1RC";1204;0.41;"C";5;9;45;62;5;"D";24;13
"1289";3106136;82738;"1RC";76;0.05;"C";7;10;43;50;1;"E";31;13
"1290";3106360;74043;"1RC";6126.11;1;"C";8;1;36;58;4;"D";82;13
"1291";3106963;81386;"1RC";1204;1;"C";8;20;45;50;6;"D";52;13
"1292";3108011;80488;"1RC";70.38;0.89;"D";6;12;51;50;1;"D";54;13
"1293";3108798;79498;"1RC";76.01;1;"E";6;3;51;62;2;"E";11;13
"1294";3108849;79419;"1RC";1204;1;"F";5;3;58;73;2;"E";11;5
"1295";3108922;69547;"1RC";1204;0.94;"D";7;12;31;50;1;"E";11;13
"1296";3109696;77627;"1RC";1204;0.91;"B";10;15;28;64;5;"D";53;8
"1297";3110161;74682;"1RC";821.33;0.08;"B";7;1;48;50;5;"D";24;13
"1298";3111085;83157;"1RC";168.09;0.26;"B";7;9;70;51;5;"D";24;12
"1299";3112230;74449;"1RC";1000;1;"C";7;23;57;50;5;"E";82;13
"1300";3112823;79377;"1RC";86.83;1;"F";7;2;62;85;3;"E";11;3
"1301";3113354;70967;"1RC";2100;0.1;"F";10;14;30;95;3;"E";11;1
"1302";3114476;76913;"1RC";1126.48;1;"C";13;9;28;68;11;"E";93;7
"1303";3115692;72777;"1RC";152.45;0.97;"A";4;13;23;90;2;"E";53;2
"1304";3116502;70524;"1RC";34.05;1;"E";6;4;32;54;1;"D";72;11
"1305";3118413;74386;"1RC";661.39;1;"D";6;4;24;106;4;"D";82;-1
"1306";3120077;80849;"1RC";1204;1;"C";6;7;28;112;13;"E";52;-1
"1307";3122211;81166;"1RC";80.96;0.41;"D";5;15;36;50;6;"E";24;13
"1308";3123434;79352;"1RC";602;0.46;"E";9;16;45;80;1;"E";11;4
