"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region";"nbre"
"35354";3247854;0.08;"C";7;4;39;50;1;"D";93;13;0
"35355";3247855;0.08;"C";10;7;53;72;12;"D";91;6;0
"35356";3247862;0.08;"E";6;13;50;50;1;"D";93;13;0
"35357";3247871;0.08;"E";5;8;54;80;5;"D";11;4;0
"35358";3247898;0.08;"F";7;7;54;50;4;"E";11;13;0
"35359";3247903;0.08;"D";7;1;42;50;1;"D";93;13;0
"35360";3247906;0.08;"D";4;12;48;50;2;"E";24;13;0
"35361";3247911;0.08;"A";5;14;32;76;2;"D";91;5;0
"35362";3247912;0.08;"E";6;9;33;51;3;"D";31;12;0
"35363";3247916;0.08;"C";13;13;32;57;1;"D";91;10;0
"35364";3247917;0.08;"E";6;3;61;69;3;"D";93;6;0
"35365";3247948;0.24;"E";5;2;25;76;1;"E";23;5;0
"35366";3247987;0.15;"D";6;3;45;87;2;"D";91;2;0
"35367";3247991;0.16;"E";6;16;50;50;3;"E";93;13;0
"35368";3248046;0.13;"E";6;13;44;100;3;"E";26;0;0
"35369";3248049;0.16;"D";5;1;29;57;2;"D";72;10;0
"35370";3248069;0.13;"D";5;5;57;50;2;"E";52;13;0
"35371";3248093;0.18;"C";13;0;26;72;12;"E";82;6;0
"35372";3248097;0.18;"A";7;2;32;76;5;"D";72;5;0
"35373";3248102;0.19;"C";5;0;71;50;2;"D";82;13;0
"35374";3248112;0.15;"B";6;6;27;85;13;"D";93;3;0
"35375";3248129;0.24;"E";5;1;27;72;2;"D";11;6;0
"35376";3248133;0.14;"E";8;15;36;50;10;"D";31;13;0
"35377";3248144;0.12;"C";8;17;29;65;2;"E";91;7;0
"35378";3248153;0.24;"D";4;3;51;57;1;"E";93;10;0
"35379";3248165;0.12;"C";7;1;53;53;5;"D";91;13;0
"35380";3248166;0.18;"D";9;15;54;50;5;"E";52;13;0
"35381";3248181;0.15;"C";5;1;26;60;2;"D";93;9;0
"35382";3248189;0.12;"E";4;17;46;62;1;"E";26;13;0
"35383";3248203;0.17;"D";4;0;71;50;2;"E";93;13;0
"35384";3248221;0.16;"D";7;12;33;50;2;"D";31;13;0
"35385";3248249;0.24;"D";5;2;46;76;1;"D";91;5;0
"35386";3248267;0.13;"C";6;0;34;60;2;"D";82;9;0
"35387";3248282;0.11;"E";5;0;65;52;2;"D";26;13;0
"35388";3248338;0.08;"C";4;14;32;60;2;"E";91;9;0
"35389";3248365;0.18;"E";6;5;53;50;13;"D";93;13;0
"35390";3248407;0.15;"D";10;12;56;50;10;"D";93;13;1
"35391";3248426;0.15;"D";6;7;26;76;2;"D";91;5;0
"35392";3248427;0.16;"E";6;16;41;50;6;"E";82;13;0
"35393";3248436;0.16;"E";4;15;52;57;1;"D";83;10;0
"35394";3248442;0.24;"D";4;13;36;54;1;"E";93;11;0
"35395";3248496;0.13;"D";8;3;47;50;2;"E";91;13;0
"35396";3248504;0.16;"D";7;10;67;62;1;"D";93;13;0
"35397";3248528;0.09;"D";5;12;37;85;2;"D";93;3;0
"35398";3248535;0.1;"C";6;15;35;50;4;"E";91;13;0
"35399";3248546;0.09;"A";9;11;36;57;2;"D";93;10;0
"35400";3248563;0.08;"C";7;9;41;52;2;"E";73;13;1
"35401";3248564;0.08;"E";10;1;37;50;13;"E";73;13;0
"35402";3248573;0.08;"E";5;17;25;95;1;"E";52;1;0
"35403";3248579;0.08;"D";5;3;55;50;2;"E";93;13;0
"35404";3248597;0.08;"D";4;9;42;50;3;"E";52;13;0
"35405";3248606;0.08;"C";6;14;39;50;2;"E";93;13;0
"35406";3248614;0.08;"E";7;1;43;51;2;"E";11;12;0
"35407";3248617;0.08;"C";6;6;33;71;3;"E";91;6;0
"35408";3248638;0.08;"B";6;13;39;57;2;"D";82;10;0
"35409";3248657;0.08;"E";7;3;35;57;1;"E";82;10;0
"35410";3248659;0.08;"A";5;10;34;57;2;"D";72;10;0
"35411";3248661;0.08;"C";7;3;48;60;3;"D";91;9;1
"35412";3248664;0.08;"E";9;8;57;51;12;"D";31;12;0
"35413";3248670;0.08;"E";8;12;45;60;10;"E";52;9;0
"35414";3248671;0.08;"A";7;16;43;68;10;"D";91;7;0
"35415";3248683;0.08;"D";7;1;39;50;2;"D";91;13;0
"35416";3248695;0.08;"C";7;14;35;57;1;"D";31;10;0
"35417";3248696;0.08;"D";8;4;30;54;3;"E";93;11;0
"35418";3248707;0.08;"B";5;6;30;60;3;"D";73;9;0
"35419";3248718;0.08;"A";5;8;35;64;1;"E";82;8;0
"35420";3248723;0.08;"D";5;2;33;57;1;"D";72;10;0
"35421";3248727;0.08;"A";10;4;65;60;4;"D";82;9;0
"35422";3248738;0.08;"E";5;18;23;76;1;"D";93;5;0
"35423";3248741;0.08;"D";6;14;36;72;1;"D";93;6;0
"35424";3248747;0.08;"A";5;17;34;60;2;"E";21;9;0
"35425";3248748;0.08;"E";6;3;36;50;3;"D";93;13;0
"35426";3248775;0.08;"C";5;10;34;80;4;"D";72;4;0
"35427";3248776;0.08;"C";6;1;50;50;2;"D";91;13;0
"35428";3248789;0.08;"B";6;11;46;50;2;"D";93;13;0
"35429";3248806;0.08;"C";6;7;35;50;1;"D";91;13;0
"35430";3248807;0.08;"D";9;32;29;60;1;"E";91;9;0
"35431";3248810;0.08;"E";7;5;55;50;13;"D";43;13;0
"35432";3248823;0.08;"E";6;12;63;60;1;"D";26;9;0
"35433";3248828;0.08;"A";8;5;67;50;10;"D";52;13;0
"35434";3248840;0.08;"F";5;4;38;60;1;"D";11;9;0
"35435";3248857;0.08;"D";6;13;48;90;1;"D";31;2;0
"35436";3248869;0.08;"E";9;1;53;50;2;"E";82;13;0
"35437";3248872;0.08;"A";5;11;54;58;5;"D";93;13;0
"35438";3248873;0.08;"A";7;8;54;58;2;"E";93;13;0
"35439";3248880;0.08;"D";5;4;45;64;10;"D";24;8;0
"35440";3248927;0.08;"C";7;15;36;50;2;"E";72;13;0
"35441";3248932;0.08;"D";5;8;40;50;5;"D";72;13;0
"35442";3248935;0.08;"D";4;9;36;57;5;"E";93;10;0
"35443";3248947;0.08;"A";6;1;39;72;1;"D";52;6;0
"35444";3249018;0.08;"C";7;1;48;50;2;"E";91;13;0
"35445";3249020;0.08;"E";6;1;53;69;1;"D";93;6;0
"35446";3249035;0.08;"B";4;9;70;50;2;"D";91;13;0
"35447";3249042;0.08;"B";6;9;45;50;1;"D";91;13;0
"35448";3249072;0.08;"A";7;14;32;68;2;"E";24;7;0
"35449";3249073;0.08;"E";6;12;31;76;1;"D";52;5;0
"35450";3249091;0.08;"D";7;9;41;60;2;"D";93;9;0
"35451";3249115;0.08;"E";7;12;44;54;2;"D";11;11;0
"35452";3249133;0.08;"E";5;12;50;50;1;"E";93;13;0
"35453";3249143;0.08;"C";6;11;50;76;3;"E";93;5;0
"35454";3249148;0.08;"E";6;13;52;50;2;"E";11;13;0
"35455";3249154;0.08;"D";7;11;35;68;2;"E";31;7;0
"35456";3249158;0.08;"D";4;14;37;50;3;"D";31;13;0
"35457";3249159;0.08;"E";7;7;39;56;1;"E";11;13;0
"35458";3249168;0.08;"E";5;4;41;54;5;"D";23;11;0
"35459";3249181;0.08;"C";5;2;35;50;2;"D";31;13;0
"35460";3249195;0.08;"E";5;12;50;64;5;"D";11;8;0
"35461";3249204;0.08;"D";6;10;37;50;1;"D";73;13;0
"35462";3249216;0.08;"D";5;3;30;75;4;"D";82;5;0
"35463";3249222;0.08;"E";4;1;49;50;4;"D";31;13;0
"35464";3249234;0.08;"E";4;14;33;50;2;"D";31;13;0
"35465";3249243;0.08;"C";6;6;35;95;5;"D";24;1;0
"35466";3249254;0.08;"B";9;15;41;50;14;"E";72;13;0
"35467";3249262;0.08;"D";7;20;41;64;2;"D";72;8;0
"35468";3249276;0.08;"C";12;1;38;51;11;"D";82;12;0
"35469";3249312;0.08;"D";6;13;56;50;2;"D";93;13;0
"35470";3249319;0.08;"C";7;4;31;50;1;"D";91;13;0
"35471";3249326;0.08;"D";5;8;55;72;4;"D";93;6;0
"35472";3249343;0.08;"D";9;7;39;50;2;"E";91;13;0
"35473";3249357;0.08;"E";6;4;48;57;2;"D";82;10;0
"35474";3249358;0.08;"C";9;4;36;50;3;"D";31;13;0
"35475";3249370;0.08;"C";4;8;53;90;5;"E";91;2;0
"35476";3249380;0.08;"B";5;2;49;50;2;"D";91;13;0
"35477";3249388;0.08;"E";5;2;41;50;1;"E";93;13;0
"35478";3249419;0.08;"D";7;8;22;90;1;"D";91;2;0
"35479";3249424;0.08;"E";6;13;43;50;6;"E";52;13;0
"35480";3249426;0.08;"C";7;15;32;64;2;"E";23;8;0
"35481";3249427;0.08;"C";6;7;39;51;2;"D";93;12;0
"35482";3249434;0.08;"C";6;7;28;72;2;"D";73;6;0
"35483";3249445;0.08;"A";10;2;48;50;12;"D";73;13;0
"35484";3249460;0.08;"C";7;1;51;50;2;"E";93;13;0
"35485";3249479;0.08;"D";4;9;68;50;2;"E";31;13;0
"35486";3249499;0.08;"E";5;1;72;50;4;"E";11;13;0
"35487";3249502;0.08;"C";7;10;22;85;4;"E";82;3;0
"35488";3249511;0.08;"E";7;5;63;50;1;"D";31;13;0
"35489";3249512;0.08;"E";6;2;52;50;2;"D";31;13;0
"35490";3249571;0.08;"D";9;2;59;50;12;"E";91;13;0
"35491";3249576;0.08;"D";4;2;46;50;3;"D";31;13;0
"35492";3249585;0.08;"C";7;2;51;50;1;"D";31;13;0
"35493";3249611;0.08;"E";5;16;48;50;2;"D";82;13;0
"35494";3249614;0.08;"C";6;2;55;50;2;"D";52;13;0
"35495";3249631;0.08;"E";6;6;45;50;1;"D";93;13;0
"35496";3249640;0.08;"C";4;1;48;50;3;"D";72;13;0
"35497";3249645;0.08;"C";5;4;45;50;2;"D";82;13;0
"35498";3249675;0.08;"D";6;5;56;50;1;"D";23;13;0
"35499";3249680;0.08;"E";6;1;54;50;2;"D";52;13;0
"35500";3249709;0.08;"B";4;17;67;62;2;"E";73;13;0
"35501";3249726;0.08;"E";6;12;36;95;1;"D";31;1;0
"35502";3249738;0.08;"A";6;13;43;50;3;"E";93;13;0
"35503";3249741;0.08;"D";6;2;49;50;1;"D";91;13;0
"35504";3249742;0.08;"E";5;2;47;50;5;"E";73;13;0
"35505";3249760;0.08;"F";6;2;59;50;1;"D";11;13;0
"35506";3249771;0.08;"E";8;14;42;64;4;"E";11;8;0
"35507";3249777;0.08;"E";6;16;31;54;3;"E";93;11;0
"35508";3249788;0.08;"C";7;7;52;50;11;"D";91;13;0
"35509";3249803;0.08;"D";7;1;51;50;1;"D";31;13;0
"35510";3249813;0.08;"C";12;5;55;53;10;"D";93;13;0
"35511";3249818;0.08;"E";6;17;30;68;2;"E";24;7;0
"35512";3249832;0.08;"C";5;6;63;50;1;"E";24;13;0
"35513";3249868;0.08;"E";10;20;52;50;2;"E";11;13;0
"35514";3249877;0.08;"C";7;14;36;50;1;"E";93;13;0
"35515";3249879;0.08;"E";9;10;38;72;11;"E";93;6;0
"35516";3249881;0.08;"A";5;3;25;76;5;"D";72;5;0
"35517";3249900;0.08;"A";5;19;36;68;2;"D";82;7;0
"35518";3249945;0.08;"D";9;7;41;50;1;"E";72;13;0
"35519";3249946;0.08;"C";5;13;31;60;5;"D";72;9;0
"35520";3249950;0.08;"D";6;12;28;85;1;"D";93;3;0
"35521";3249965;0.08;"E";4;11;56;50;2;"E";11;13;0
"35522";3249974;0.08;"C";4;13;50;80;2;"E";91;4;0
"35523";3250017;0.08;"D";6;14;62;50;2;"E";31;13;0
"35524";3250018;0.08;"D";7;15;47;50;2;"E";82;13;0
"35525";3250045;0.08;"A";4;8;44;50;3;"E";24;13;0
"35526";3250081;0.08;"E";4;16;38;50;1;"E";93;13;0
"35527";3250098;0.08;"E";7;4;42;51;1;"D";93;12;0
"35528";3250106;0.08;"D";7;13;53;50;2;"D";91;13;0
"35529";3250116;0.08;"C";5;14;56;50;2;"D";91;13;0
"35530";3250139;0.08;"E";5;13;41;68;6;"E";23;7;0
"35531";3250167;0.08;"C";10;4;36;54;10;"D";82;11;0
"35532";3250171;0.08;"E";5;14;42;72;1;"E";23;6;0
"35533";3250178;0.08;"E";7;10;35;80;1;"D";52;4;0
"35534";3250198;0.08;"D";7;15;40;100;1;"E";93;0;0
"35535";3250206;0.08;"D";7;31;30;80;1;"E";82;4;0
"35536";3250207;0.08;"E";7;11;64;64;1;"E";82;8;0
"35537";3250209;0.08;"D";11;1;38;68;11;"D";93;7;0
"35538";3250219;0.08;"C";8;10;27;100;12;"E";93;0;0
"35539";3250222;0.08;"D";6;7;36;68;2;"D";41;7;0
"35540";3250229;0.08;"D";5;4;43;50;1;"D";31;13;0
"35541";3250231;0.08;"D";5;1;43;58;2;"D";11;13;0
"35542";3250244;0.08;"B";8;15;37;76;1;"E";91;5;0
"35543";3250271;0.08;"D";5;2;52;50;4;"D";72;13;0
"35544";3250275;0.08;"E";4;18;31;106;2;"E";24;-1;0
"35545";3250297;0.08;"D";7;7;29;80;3;"E";52;4;0
"35546";3250309;0.08;"E";6;14;32;54;3;"E";31;11;0
"35547";3250328;0.08;"C";7;1;45;50;5;"D";93;13;0
"35548";3250343;0.08;"D";6;4;39;50;3;"D";93;13;0
"35549";3250348;0.08;"A";6;16;33;72;1;"D";52;6;0
"35550";3250377;0.08;"C";8;10;35;60;4;"D";31;9;0
"35551";3250406;0.08;"D";5;18;42;72;1;"E";82;6;0
"35552";3250421;0.08;"C";10;6;53;50;10;"E";91;13;0
"35553";3250438;0.08;"D";4;7;29;64;2;"E";91;8;0
"35554";3250441;0.08;"E";10;1;40;50;12;"E";52;13;0
"35555";3250451;0.08;"A";7;8;52;50;2;"E";91;13;0
"35556";3250499;0.08;"D";6;6;39;64;13;"D";82;8;0
"35557";3250529;0.08;"D";10;16;29;85;5;"D";31;3;0
"35558";3250537;0.08;"E";5;1;70;50;1;"E";24;13;0
"35559";3250544;0.08;"D";5;3;29;85;3;"D";91;3;0
"35560";3250578;0.08;"B";7;14;30;76;1;"E";52;5;0
"35561";3250588;0.08;"C";6;15;28;76;1;"D";82;5;0
"35562";3250603;0.08;"C";5;5;57;50;6;"E";72;13;0
"35563";3250606;0.08;"A";7;9;42;54;1;"D";93;11;0
"35564";3250619;0.08;"A";6;4;43;53;1;"D";91;13;0
"35565";3250628;0.08;"D";4;16;50;50;2;"E";93;13;0
"35566";3250629;0.08;"D";5;5;50;50;5;"D";93;13;0
"35567";3250630;0.08;"C";4;8;43;63;6;"E";93;13;0
"35568";3250631;0.08;"C";7;7;57;50;4;"E";24;13;0
"35569";3250649;0.08;"E";4;4;29;68;1;"E";24;7;0
"35570";3250656;0.08;"E";9;3;64;50;6;"E";72;13;0
"35571";3250658;0.08;"A";7;15;27;90;11;"D";24;2;0
"35572";3250663;0.08;"D";6;10;43;50;2;"D";93;13;0
"35573";3250664;0.08;"E";6;8;53;64;1;"D";26;8;0
"35574";3250669;0.08;"C";7;7;28;85;2;"E";91;3;0
"35575";3250674;0.08;"E";7;19;32;87;2;"D";93;2;0
"35576";3250678;0.08;"E";6;15;42;60;2;"E";91;9;0
"35577";3250688;0.08;"E";9;6;34;95;12;"E";93;1;0
"35578";3250711;0.08;"A";6;3;31;72;1;"D";72;6;0
"35579";3250712;0.08;"B";7;4;41;76;4;"E";72;5;0
"35580";3250723;0.08;"D";7;4;40;90;10;"D";24;2;0
"35581";3250767;0.08;"E";10;2;37;50;12;"D";72;13;0
"35582";3250775;0.08;"C";6;5;39;50;1;"D";72;13;0
"35583";3250785;0.08;"D";8;11;43;50;10;"E";93;13;0
"35584";3250796;0.08;"E";8;11;28;76;3;"E";82;5;0
"35585";3250797;0.08;"C";6;10;34;57;2;"D";24;10;0
"35586";3250799;0.08;"E";6;10;46;90;2;"D";93;2;0
"35587";3250800;0.08;"C";8;20;37;50;1;"D";82;13;0
"35588";3250802;0.08;"E";8;2;35;51;12;"D";23;12;0
"35589";3250804;0.08;"B";6;8;29;80;2;"D";91;4;0
"35590";3250808;0.08;"E";6;2;29;77;1;"E";24;4;0
"35591";3250838;0.08;"C";6;8;36;60;2;"D";73;9;0
"35592";3250847;0.08;"C";6;7;30;80;2;"D";72;4;0
"35593";3250853;0.08;"C";7;14;69;53;1;"D";91;13;0
"35594";3250859;0.08;"D";6;5;42;95;3;"D";93;1;0
"35595";3250866;0.08;"D";7;17;51;80;1;"E";91;4;0
"35596";3250875;0.08;"D";6;1;29;50;4;"D";91;13;0
"35597";3250877;0.08;"E";4;9;37;90;2;"E";82;2;0
"35598";3250893;0.08;"A";6;9;57;50;2;"D";93;13;0
"35599";3250904;0.08;"D";9;2;38;50;6;"D";73;13;0
"35600";3250915;0.08;"C";6;14;28;72;5;"E";82;6;0
"35601";3250942;0.08;"D";10;19;50;50;10;"E";73;13;0
"35602";3250950;0.08;"E";9;12;33;64;2;"E";82;8;0
"35603";3250951;0.08;"E";6;9;47;50;2;"D";41;13;0
"35604";3250952;0.08;"E";9;19;47;50;12;"D";41;13;0
"35605";3250960;0.08;"B";7;16;40;64;1;"D";52;8;0
"35606";3250963;0.08;"E";9;18;33;64;12;"E";23;8;0
"35607";3250970;0.08;"C";5;9;22;85;1;"E";91;3;0
"35608";3251000;0.08;"B";6;6;31;80;1;"D";82;4;0
"35609";3251049;0.08;"C";6;9;33;50;6;"D";72;13;0
"35610";3251054;0.08;"B";9;14;53;50;10;"E";91;13;0
"35611";3251068;0.08;"A";6;26;40;50;14;"E";72;13;0
"35612";3251094;0.08;"E";4;11;27;85;1;"E";93;3;0
"35613";3251098;0.08;"B";4;13;32;68;2;"D";91;7;0
"35614";3251124;0.08;"D";10;13;43;76;5;"D";93;5;0
"35615";3251167;0.08;"E";4;2;56;85;1;"E";93;3;0
"35616";3251173;0.08;"E";7;8;36;76;4;"D";93;5;0
"35617";3251176;0.08;"D";5;11;36;50;4;"D";93;13;0
"35618";3251187;0.08;"E";10;3;43;83;5;"D";11;3;0
"35619";3251202;0.08;"E";7;13;32;57;1;"D";31;10;0
"35620";3251205;0.08;"D";10;12;38;57;3;"E";82;10;0
"35621";3251208;0.08;"C";7;15;50;50;1;"E";72;13;0
"35622";3251241;0.08;"C";6;11;36;68;5;"E";82;7;0
"35623";3251248;0.08;"E";6;7;27;90;1;"D";24;2;0
"35624";3251265;0.08;"E";6;16;44;72;1;"E";31;6;0
"35625";3251308;0.08;"E";5;9;32;85;4;"E";73;3;0
"35626";3251317;0.08;"C";7;6;39;64;6;"D";93;8;0
"35627";3251324;0.08;"D";5;5;31;67;1;"E";93;7;0
"35628";3251325;0.08;"D";5;2;39;50;2;"D";91;13;0
"35629";3251355;0.08;"D";10;2;47;50;12;"E";23;13;0
"35630";3251360;0.08;"C";9;16;38;50;13;"E";93;13;0
"35631";3251365;0.08;"D";6;4;43;63;4;"E";93;13;0
"35632";3251373;0.08;"E";10;3;34;60;3;"E";11;9;0
"35633";3251385;0.08;"E";7;15;67;50;1;"E";31;13;0
"35634";3251386;0.08;"E";5;9;34;51;1;"E";31;12;0
"35635";3251395;0.08;"E";5;1;32;68;5;"D";91;7;0
"35636";3251420;0.08;"C";10;4;48;50;3;"D";82;13;0
"35637";3251427;0.08;"E";4;13;29;72;2;"E";23;6;0
"35638";3251445;0.08;"C";10;5;68;50;12;"E";91;13;0
"35639";3251458;0.08;"D";5;8;77;50;1;"E";91;13;0
"35640";3251465;0.08;"E";5;15;28;68;2;"D";93;7;0
"35641";3251480;0.08;"E";10;13;60;50;13;"D";93;13;0
"35642";3251521;0.08;"E";6;3;34;76;3;"D";82;5;0
"35643";3251524;0.08;"E";11;3;38;50;11;"D";23;13;0
"35644";3251530;0.08;"E";4;11;23;95;2;"E";73;1;0
"35645";3251565;0.08;"B";6;1;36;64;3;"D";23;8;0
"35646";3251584;0.08;"D";7;11;47;50;6;"E";31;13;0
"35647";3251590;0.08;"D";6;13;20;95;4;"E";82;1;0
"35648";3251618;0.08;"D";6;17;43;50;4;"E";72;13;0
"35649";3251637;0.08;"C";7;17;63;90;10;"D";82;2;0
"35650";3251640;0.08;"E";5;2;31;95;2;"E";93;1;0
"35651";3251648;0.08;"D";6;5;66;50;4;"D";31;13;0
"35652";3251656;0.08;"E";6;8;56;50;3;"D";93;13;0
"35653";3251667;0.08;"D";8;4;39;64;10;"D";82;8;0
"35654";3251690;0.08;"E";4;12;52;50;3;"E";23;13;0
"35655";3251693;0.08;"E";7;16;31;60;11;"D";31;9;0
"35656";3251697;0.08;"B";6;4;29;64;1;"D";54;8;0
"35657";3251712;0.08;"C";6;21;33;76;3;"D";24;5;0
"35658";3251749;0.08;"D";6;6;39;76;2;"D";93;5;0
"35659";3251775;0.08;"B";6;6;38;80;12;"D";93;4;0
"35660";3251793;0.08;"E";13;12;32;64;11;"E";11;8;0
"35661";3251799;0.08;"B";4;4;40;67;2;"E";23;7;0
"35662";3251808;0.08;"E";10;15;32;76;2;"E";82;5;1
"35663";3251816;0.08;"C";6;13;29;68;3;"E";93;7;0
"35664";3251822;0.08;"C";4;15;31;60;1;"D";23;9;0
"35665";3251836;0.08;"E";6;10;37;90;1;"D";93;2;0
"35666";3251874;0.08;"C";6;10;34;64;2;"D";73;8;0
"35667";3251905;0.08;"D";7;8;27;68;1;"D";82;7;0
"35668";3251933;0.08;"E";6;4;39;57;5;"D";72;10;0
"35669";3251954;0.08;"E";7;17;71;64;2;"E";72;8;0
"35670";3251956;0.08;"D";7;8;39;76;6;"E";91;5;0
"35671";3251998;0.08;"D";11;5;45;50;12;"D";91;13;0
"35672";3252000;0.08;"C";4;2;20;95;3;"D";72;1;0
"35673";3252011;0.08;"E";5;10;36;50;1;"E";23;13;0
"35674";3252017;0.08;"E";5;12;28;68;2;"D";23;7;0
"35675";3252019;0.08;"C";4;7;46;55;6;"E";82;13;0
"35676";3252025;0.08;"D";4;14;48;50;14;"E";11;13;0
"35677";3252036;0.08;"A";4;6;29;54;6;"E";91;11;0
"35678";3252049;0.08;"D";7;6;55;50;2;"E";31;13;0
"35679";3252052;0.08;"A";10;2;33;54;12;"D";93;11;0
"35680";3252085;0.08;"B";7;11;42;50;2;"D";22;13;0
"35681";3252134;0.08;"C";7;8;37;51;1;"D";91;12;0
"35682";3252136;0.08;"C";6;14;53;58;1;"D";72;13;0
"35683";3252141;0.08;"D";7;5;35;50;6;"D";23;13;0
"35684";3252144;0.08;"C";6;4;41;72;6;"D";72;6;0
"35685";3252154;0.08;"D";7;10;43;50;10;"D";82;13;0
"35686";3252155;0.08;"F";7;8;30;80;6;"D";11;4;0
"35687";3252160;0.08;"C";6;3;26;72;1;"D";91;6;0
"35688";3252162;0.08;"C";5;8;33;50;2;"D";93;13;0
"35689";3252185;0.08;"E";12;14;34;72;10;"D";73;6;0
"35690";3252209;0.08;"C";5;5;33;76;3;"D";83;5;0
"35691";3252238;0.08;"D";6;2;53;50;2;"D";74;13;0
"35692";3252310;0.08;"B";4;4;19;100;2;"E";91;0;0
"35693";3252321;0.08;"D";7;8;28;90;11;"D";73;2;0
"35694";3252323;0.08;"D";8;10;44;50;3;"E";93;13;0
"35695";3252327;0.08;"C";7;8;39;54;11;"D";73;11;0
"35696";3252335;0.08;"D";7;10;35;80;12;"E";93;4;0
"35697";3252336;0.08;"E";6;7;36;60;12;"E";23;9;0
"35698";3252373;0.08;"A";6;13;59;72;2;"D";54;6;0
"35699";3252394;0.08;"D";4;12;36;57;2;"E";91;10;0
"35700";3252407;0.08;"E";8;12;36;62;13;"D";93;13;0
"35701";3252413;0.08;"C";4;19;28;64;1;"E";31;8;0
"35702";3252415;0.08;"E";9;14;48;68;2;"E";93;7;0
"35703";3252423;0.08;"A";8;6;32;68;2;"D";73;7;0
"35704";3252426;0.08;"C";6;5;49;50;1;"D";24;13;0
"35705";3252431;0.08;"E";7;5;41;72;12;"D";11;6;0
"35706";3252449;0.08;"D";4;4;56;50;1;"E";91;13;0
"35707";3252478;0.08;"D";6;2;35;80;1;"D";82;4;0
"35708";3252481;0.08;"C";5;14;27;65;5;"D";91;7;0
"35709";3252485;0.08;"E";5;8;36;50;1;"E";11;13;0
"35710";3252508;0.08;"B";7;9;44;50;6;"D";54;13;0
"35711";3252541;0.08;"D";5;16;30;85;2;"E";52;3;0
"35712";3252546;0.08;"A";4;14;60;50;1;"E";82;13;0
"35713";3252558;0.08;"D";7;14;38;50;1;"E";82;13;0
"35714";3252563;0.08;"D";6;14;45;50;1;"D";11;13;0
"35715";3252566;0.08;"C";6;6;49;100;2;"D";93;0;0
"35716";3252567;0.08;"D";7;19;32;50;1;"E";31;13;0
"35717";3252568;0.08;"C";6;3;27;76;5;"E";93;5;0
"35718";3252570;0.08;"B";5;3;64;77;5;"E";72;4;0
"35719";3252577;0.08;"C";6;16;35;50;1;"D";23;13;0
"35720";3252579;0.08;"D";5;5;27;85;5;"E";72;3;0
"35721";3252584;0.08;"B";5;9;38;50;5;"D";73;13;0
"35722";3252599;0.08;"C";8;6;33;50;2;"D";91;13;0
"35723";3252625;0.08;"C";8;1;26;72;12;"D";91;6;0
"35724";3252629;0.08;"C";8;16;38;80;1;"D";93;4;0
"35725";3252631;0.08;"C";6;7;47;59;6;"D";72;13;0
"35726";3252659;0.08;"E";6;10;33;69;14;"E";11;6;0
"35727";3252664;0.08;"C";5;4;34;59;5;"E";91;13;0
"35728";3252670;0.08;"E";6;7;42;50;2;"D";82;13;0
"35729";3252683;0.08;"E";4;7;47;80;1;"E";93;4;0
"35730";3252699;0.08;"E";5;7;32;54;13;"D";11;11;0
"35731";3252700;0.08;"D";7;1;40;76;2;"E";82;5;0
"35732";3252702;0.08;"C";7;13;44;50;11;"D";91;13;0
"35733";3252733;0.08;"C";8;13;43;54;13;"E";91;11;0
"35734";3252741;0.08;"E";5;7;46;50;3;"D";93;13;0
"35735";3252747;0.08;"C";6;4;28;64;3;"D";73;8;0
"35736";3252763;0.08;"D";6;9;43;50;2;"D";93;13;0
"35737";3252766;0.08;"D";11;6;45;50;10;"D";24;13;1
"35738";3252771;0.08;"A";5;8;33;69;1;"E";93;6;0
"35739";3252775;0.08;"D";6;16;38;72;13;"E";82;6;0
"35740";3252805;0.08;"D";6;11;53;50;3;"D";93;13;0
"35741";3252828;0.08;"D";6;3;28;80;12;"D";82;4;0
"35742";3252836;0.08;"E";6;13;44;51;2;"D";82;12;0
"35743";3252850;0.14;"C";4;11;20;100;1;"E";52;0;0
"35744";3252858;0.09;"C";5;8;44;50;5;"D";91;13;0
"35745";3252871;0.21;"D";6;7;31;98;13;"D";93;0;0
"35746";3252896;0.17;"E";5;4;30;54;2;"D";24;11;0
"35747";3252908;0.16;"D";7;13;29;60;2;"E";93;9;0
"35748";3252921;0.11;"E";5;2;54;60;2;"D";73;9;0
"35749";3252939;0.04;"C";6;9;41;72;3;"E";11;6;0
"35750";3252948;0.00821917808219178;"C";4;15;23;112;2;"E";91;-1;0
"35751";3252953;0.09;"C";11;7;35;85;4;"D";82;3;0
"35752";3252955;0.2;"B";8;14;57;50;4;"E";93;13;0
"35753";3252969;0.09;"E";8;14;47;80;6;"D";93;4;0
"35754";3252975;0.1;"E";5;9;40;60;1;"E";93;9;0
"35755";3252976;0.2;"D";5;0;69;50;2;"D";82;13;0
"35756";3252977;0.18;"D";5;3;45;50;1;"E";91;13;0
"35757";3252978;0.16;"B";11;13;31;72;1;"D";73;6;0
"35758";3252996;0.16;"B";11;13;31;72;1;"D";73;6;0
"35759";3253017;0.08;"E";5;0;50;50;5;"D";11;13;0
"35760";3253049;0.07;"E";7;9;27;76;1;"D";24;5;0
"35761";3253050;0.07;"E";7;9;27;76;1;"D";24;5;0
"35762";3253091;0.17;"E";8;2;51;50;3;"D";11;13;0
