"DriverAge";"LicenceAge";"VehAge";"Exposure";"ClaimNumber"
"10124";28;22;16;11.06365503;1
"10125";28;25;16;3.633127995;1
"10126";28;26;17;1.023956194;1
"10127";28;21;18;5.535934292;1
"10128";28;23;18;3.849418207;1
"10129";28;25;18;1.760438056;1
"10130";28;20;19;6.54072553;1
"10131";28;24;2;4.435318275;1
"10132";28;25;2;2.625598905;1
"10133";28;26;2;1.199178645;1
"10134";28;20;21;3.277207392;1
"10135";28;19;22;7.852156057;1
"10136";28;21;24;0.991101985;1
"10137";28;18;25;4.227241615;1
"10138";28;18;28;7.192334018;1
"10139";28;26;3;3.397672827;1
"10140";28;18;35;3.427789185;1
"10141";28;23;36;0.320328542;1
"10142";28;23;5;12.57494867;1
"10143";28;26;5;2.26146475;1
"10144";28;23;7;18.78439425;1
"10145";28;28;8;0.090349076;1
"10146";28;25;9;3.589322382;1
"10147";29;18;-1;30.52156057;1
"10148";29;23;1;14.52429843;1
"10149";29;24;1;10.2532512;1
"10150";29;22;10;22.58179329;1
"10151";29;25;10;4.76659822;1
"10152";29;26;10;3.934291581;1
"10153";29;25;12;4.933607118;1
"10154";29;26;12;3.041752225;1
"10155";29;27;12;0.958247775;1
"10156";29;24;15;8.607802875;1
"10157";29;21;16;13.59616701;1
"10158";29;23;16;8.087611225;1
"10159";29;25;16;5.226557153;1
"10160";29;27;16;2.028747433;1
"10161";29;21;17;9.18275154;1
"10162";29;23;17;10.42847365;1
"10163";29;23;18;4.818617385;1
"10164";29;19;19;19.76180698;1
"10165";29;23;2;13.53319644;1
"10166";29;19;20;21.89459274;1
"10167";29;19;21;9.448323066;1
"10168";29;27;21;1.002053388;1
"10169";29;20;23;2.376454483;1
"10170";29;18;24;10.4476386;1
"10171";29;18;25;3.783709788;1
"10172";29;18;29;3.241615332;1
"10173";29;24;3;14.00410678;1
"10174";29;22;4;35.6659822;1
"10175";29;25;4;7.189596167;1
"10176";29;28;4;0.813141684;1
"10177";29;24;6;16.31211499;1
"10178";29;27;6;3.274469541;1
"10179";29;25;7;5.160848734;1
"10180";29;27;7;0.876112252;1
"10181";29;25;8;9.514031485;1
"10182";29;24;9;10.54620123;1
"10183";30;28;0;0.687200548;1
"10184";30;24;1;12.33675565;1
"10185";30;25;1;7.030800821;1
"10186";30;25;10;11.38398357;1
"10187";30;26;10;4.131416838;1
"10188";30;27;10;2.726899384;1
"10189";30;22;11;26.16016427;1
"10190";30;26;11;7.956194387;1
"10191";30;24;13;20.19712526;1
"10192";30;26;13;3.712525667;1
"10193";30;23;14;11.69336071;1
"10194";30;24;14;10.29431896;1
"10195";30;22;15;16.61601643;1
"10196";30;25;15;4.372347707;1
"10197";30;28;15;0.793976728;1
"10198";30;24;16;11.86036961;1
"10199";30;25;17;4.484599589;1
"10200";30;22;18;5.347022587;1
"10201";30;24;18;5.837097878;1
"10202";30;20;19;16.57221081;1
"10203";30;21;19;6.067077344;1
"10204";30;22;19;5.993155373;1
"10205";30;23;19;3.170431211;1
"10206";30;24;19;1.442847365;1
"10207";30;27;19;1.248459959;1
"10208";30;27;2;4.640657084;1
"10209";30;21;20;4.733744011;1
"10210";30;22;21;1.793292266;1
"10211";30;20;22;5.604380561;1
"10212";30;23;22;2.277891855;1
"10213";30;19;24;5.508555784;1
"10214";30;20;24;2.614647502;1
"10215";30;21;24;1.908281999;1
"10216";30;20;25;1.248459959;1
"10217";30;18;27;4.547570157;1
"10218";30;24;3;19.73169062;1
"10219";30;18;34;3.882272416;1
"10220";30;24;4;13.62628337;1
"10221";30;25;4;11.12936345;1
"10222";30;25;6;8.462696783;1
"10223";30;26;6;9.420944559;1
"10224";30;27;6;4.271047228;1
"10225";30;25;7;8.698151951;1
"10226";30;28;7;0.372347707;1
"10227";30;25;8;13.10609172;1
"10228";30;24;9;16.50102669;1
"10229";31;20;-1;4.594113621;1
"10230";31;22;0;25.71663244;1
"10231";31;25;0;11.1266256;1
"10232";31;26;0;7.260780287;1
"10233";31;24;1;12.04928131;1
"10234";31;23;10;24.92265572;1
"10235";31;24;10;17.3963039;1
"10236";31;28;11;3.074606434;1
"10237";31;23;12;16.26283368;1
"10238";31;24;12;11.59753593;1
"10239";31;28;12;1.163586585;1
"10240";31;29;12;1.2183436;1
"10241";31;23;13;20.30390144;1
"10242";31;24;13;15.43052704;1
"10243";31;25;13;10.73237509;1
"10244";31;26;13;7.452429843;1
"10245";31;28;13;1.371663244;1
"10246";31;22;14;23.62217659;1
"10247";31;24;14;11.70431211;1
"10248";31;27;14;1.733059548;1
"10249";31;26;15;3.572895277;1
"10250";31;27;15;1.325119781;1
"10251";31;21;16;23.816564;1
"10252";31;23;16;8.041067762;1
"10253";31;24;16;7.748117728;1
"10254";31;25;16;8.298425736;1
"10255";31;20;17;31.49075975;1
"10256";31;23;17;6.390143737;1
"10257";31;24;17;8.1724846;1
"10258";31;22;18;5.609856263;1
"10259";31;25;18;2.967830253;1
"10260";31;27;18;1.295003422;1
"10261";31;28;18;1.80698152;1
"10262";31;19;19;28.82956879;1
"10263";31;20;19;13.83162218;1
"10264";31;22;19;7.211498973;1
"10265";31;24;2;17.94387406;1
"10266";31;25;2;8.76386037;1
"10267";31;27;2;2.513347023;1
"10268";31;22;20;6.737850787;1
"10269";31;25;20;1.32238193;1
"10270";31;19;21;13.65092402;1
"10271";31;21;21;2.061601643;1
"10272";31;25;21;0.361396304;1
"10273";31;19;22;8.287474333;1
"10274";31;20;22;3.915126626;1
"10275";31;27;3;4.019164956;1
"10276";31;25;4;11.39493498;1
"10277";31;28;4;2.036960986;1
"10278";31;26;5;8.83504449;1
"10279";31;25;6;13.66461328;1
"10280";31;26;6;7.978097194;1
"10281";31;28;6;3.830253251;1
"10282";31;27;8;8.588637919;1
"10283";31;26;9;9.338809035;1
"10284";31;28;9;4.240930869;1
"10285";32;23;-1;2.187542779;1
"10286";32;25;-1;2.231348392;1
"10287";32;24;0;11.46885695;1
"10288";32;25;0;7.364818617;1
"10289";32;27;0;4.941820671;1
"10290";32;26;1;7.597535934;1
"10291";32;27;1;5.782340862;1
"10292";32;26;10;10.74880219;1
"10293";32;27;10;4.818617385;1
"10294";32;28;10;5.593429158;1
"10295";32;27;11;9.420944559;1
"10296";32;25;12;20.10951403;1
"10297";32;27;12;7.775496235;1
"10298";32;22;13;27.70157426;1
"10299";32;28;13;0.531143053;1
"10300";32;29;13;3.509924709;1
"10301";32;26;14;7.403148528;1
"10302";32;27;14;2.891170431;1
"10303";32;28;14;3.600273785;1
"10304";32;25;15;8.295687885;1
"10305";32;28;15;2.036960986;1
"10306";32;21;16;20.71731691;1
"10307";32;22;16;14.03422313;1
"10308";32;24;16;7.561943874;1
"10309";32;25;16;6.598220397;1
"10310";32;26;16;3.676933607;1
"10311";32;28;16;2.102669405;1
"10312";32;20;17;35.50992471;1
"10313";32;21;17;20.5174538;1
"10314";32;25;17;6.863791923;1
"10315";32;21;18;18.40109514;1
"10316";32;22;18;7.430527036;1
"10317";32;25;18;3.739904175;1
"10318";32;26;18;2.806297057;1
"10319";32;27;18;1.319644079;1
"10320";32;20;19;17.80150582;1
"10321";32;21;19;12.14236824;1
"10322";32;23;19;3.362080767;1
"10323";32;24;19;2.499657769;1
"10324";32;24;2;18.38740589;1
"10325";32;25;2;9.653661875;1
"10326";32;18;21;36.43805613;1
"10327";32;20;21;4.640657084;1
"10328";32;21;24;1.941136208;1
"10329";32;22;26;0.391512663;1
"10330";32;24;3;25.75496235;1
"10331";32;26;3;13.30595483;1
"10332";32;21;31;0.366872005;1
"10333";32;18;34;4.45174538;1
"10334";32;23;4;38.69952088;1
"10335";32;26;4;9.905544148;1
"10336";32;26;5;10.47227926;1
"10337";32;27;5;9.32238193;1
"10338";32;29;5;1.119780972;1
"10339";32;26;6;12.47912389;1
"10340";32;28;6;4.449007529;1
"10341";32;25;7;22.32717317;1
"10342";32;27;7;7.731690623;1
"10343";32;29;7;2.696783025;1
"10344";32;24;8;21.44832307;1
"10345";32;25;8;23.55099247;1
"10346";32;26;8;11.71526352;1
"10347";32;28;8;3.586584531;1
"10348";32;29;8;1.716632444;1
"10349";32;23;9;41.43737166;1
"10350";32;26;9;13.87816564;1
"10351";33;19;-1;16.47364819;1
"10352";33;24;0;25.25119781;1
"10353";33;27;0;5.503080082;1
"10354";33;25;1;13.41820671;1
"10355";33;27;1;4.709103354;1
"10356";33;28;1;3.359342916;1
"10357";33;29;1;4.950034223;1
"10358";33;24;10;19.35386721;1
"10359";33;28;10;3.008898015;1
"10360";33;26;11;9.924709103;1
"10361";33;28;11;3.980835044;1
"10362";33;26;12;10.46132786;1
"10363";33;27;12;7.23340178;1
"10364";33;29;12;3.33744011;1
"10365";33;30;12;1.524982888;1
"10366";33;23;13;25.7467488;1
"10367";33;27;13;11.08281999;1
"10368";33;25;14;8.191649555;1
"10369";33;22;15;26.18754278;1
"10370";33;21;16;26.24503765;1
"10371";33;24;16;10.33538672;1
"10372";33;25;17;3.849418207;1
"10373";33;20;18;27.04996578;1
"10374";33;21;18;20.98836413;1
"10375";33;23;18;7.759069131;1
"10376";33;28;18;1.073237509;1
"10377";33;21;19;10.80355921;1
"10378";33;28;2;5.765913758;1
"10379";33;20;21;6.973305955;1
"10380";33;25;21;2.006844627;1
"10381";33;18;22;23.64134155;1
"10382";33;22;22;0.83504449;1
"10383";33;18;23;14.65023956;1
"10384";33;19;23;4.350444901;1
"10385";33;21;23;1.297741273;1
"10386";33;26;3;9.552361396;1
"10387";33;27;3;9.908281999;1
"10388";33;28;3;9.522245038;1
"10389";33;18;30;4.440793977;1
"10390";33;18;35;2.699520876;1
"10391";33;28;4;5.620807666;1
"10392";33;29;4;4.802190281;1
"10393";33;25;5;21.09514031;1
"10394";33;26;5;13.53593429;1
"10395";33;28;5;7.885010267;1
"10396";33;29;5;3.564681725;1
"10397";33;26;6;17.64544832;1
"10398";33;27;6;15.21697467;1
"10399";33;29;6;6.809034908;1
"10400";33;30;6;2.236824093;1
"10401";33;24;7;31.21423682;1
"10402";33;27;7;11.13483915;1
"10403";33;28;8;9.733059548;1
"10404";33;31;8;0.128678987;1
"10405";33;27;9;16.29568789;1
"10406";33;29;9;7.189596167;1
"10407";34;19;-1;16.73921971;1
"10408";34;23;-1;0.544832307;1
"10409";34;24;1;21.16084873;1
"10410";34;27;10;12.46543463;1
"10411";34;26;11;19.33196441;1
"10412";34;29;11;3.460643395;1
"10413";34;25;12;20.03011636;1
"10414";34;27;12;6.99247091;1
"10415";34;24;13;23.67419576;1
"10416";34;27;13;7.041752225;1
"10417";34;28;13;8.807665982;1
"10418";34;29;13;3.906913073;1
"10419";34;31;13;1.604380561;1
"10420";34;22;14;35.28542094;1
"10421";34;26;14;7.219712526;1
"10422";34;28;14;4.366872005;1
"10423";34;30;14;3.501711157;1
"10424";34;28;15;4.917180014;1
"10425";34;22;16;25.68104038;1
"10426";34;24;16;11.54277892;1
"10427";34;27;16;4.544832307;1
"10428";34;28;16;2.959616701;1
"10429";34;22;17;15.99178645;1
"10430";34;23;17;15.92334018;1
"10431";34;24;17;8.553045859;1
"10432";34;25;17;2.472279261;1
"10433";34;28;17;3.58110883;1
"10434";34;29;17;2.116358658;1
"10435";34;31;17;0.698151951;1
"10436";34;28;18;0.607802875;1
"10437";34;29;18;3.288158795;1
"10438";34;30;18;1.029431896;1
"10439";34;20;19;19.79739904;1
"10440";34;28;2;3.986310746;1
"10441";34;23;20;5.577002053;1
"10442";34;24;20;3.184120465;1
"10443";34;28;20;1.388090349;1
"10444";34;19;21;19.85489391;1
"10445";34;20;21;9.437371663;1
"10446";34;23;21;2.587268994;1
"10447";34;24;22;1.371663244;1
"10448";34;19;24;4.281998631;1
"10449";34;18;25;7.33744011;1
"10450";34;25;3;14.63655031;1
"10451";34;27;3;12.87611225;1
"10452";34;28;3;7.54825462;1
"10453";34;25;4;21.18822724;1
"10454";34;29;4;6.962354552;1
"10455";34;30;4;3.318275154;1
"10456";34;29;5;4.780287474;1
"10457";34;29;6;9.021218344;1
"10458";34;32;6;1.746748802;1
"10459";34;27;7;14.23408624;1
"10460";34;28;7;6.343600274;1
"10461";34;29;7;6.683093771;1
"10462";34;26;8;17.36344969;1
"10463";34;27;9;10.66666667;1
"10464";34;28;9;9.724845996;1
"10465";34;29;9;5.527720739;1
"10466";35;19;-1;12.3394935;1
"10467";35;21;-1;3.203285421;1
"10468";35;26;0;13.5742642;1
"10469";35;27;0;12.68720055;1
"10470";35;29;0;9.177275838;1
"10471";35;22;1;50.72416153;1
"10472";35;26;1;10.63928816;1
"10473";35;28;10;7.370294319;1
"10474";35;29;10;5.70294319;1
"10475";35;30;10;2.943189596;1
"10476";35;31;10;2.866529774;1
"10477";35;29;11;4.76386037;1
"10478";35;30;12;4.673511294;1
"10479";35;27;13;12.82409309;1
"10480";35;28;13;8.941820671;1
"10481";35;32;13;2.918548939;1
"10482";35;23;14;25.62902122;1
"10483";35;24;14;17.07597536;1
"10484";35;28;14;7.972621492;1
"10485";35;29;15;4.106776181;1
"10486";35;26;16;7.608487337;1
"10487";35;28;16;3.96440794;1
"10488";35;29;16;4.227241615;1
"10489";35;30;16;4.410677618;1
"10490";35;31;16;0.410677618;1
"10491";35;23;17;8.97467488;1
"10492";35;24;17;11.25256674;1
"10493";35;26;17;6.228610541;1
"10494";35;32;17;1.122518823;1
"10495";35;22;18;10.55989049;1
"10496";35;25;18;4.97467488;1
"10497";35;26;18;2.316221766;1
"10498";35;30;18;2.187542779;1
"10499";35;31;18;0.328542094;1
"10500";35;19;19;39.40862423;1
"10501";35;21;19;13.18548939;1
"10502";35;23;2;42.22587269;1
"10503";35;25;2;13.99589322;1
"10504";35;26;2;13.60985626;1
"10505";35;28;2;4.128678987;1
"10506";35;32;2;1.678302533;1
"10507";35;18;20;65.87268994;1
"10508";35;19;20;16.29842574;1
"10509";35;24;21;1.941136208;1
"10510";35;25;23;1.319644079;1
"10511";35;19;24;4.427104723;1
"10512";35;18;27;4.084873374;1
"10513";35;28;3;6.858316222;1
"10514";35;26;4;17.70841889;1
"10515";35;27;4;18.34360027;1
"10516";35;26;5;17.51403149;1
"10517";35;28;5;9.267624914;1
"10518";35;29;5;9.341546886;1
"10519";35;30;5;3.47980835;1
"10520";35;22;52;0.41889117;1
"10521";35;27;6;20.96646133;1
"10522";35;29;6;9.215605749;1
"10523";35;31;6;4.646132786;1
"10524";35;27;7;11.8329911;1
"10525";35;30;7;7.008898015;1
"10526";35;31;7;2.732375086;1
"10527";35;27;8;12.59958932;1
"10528";35;28;8;12.90349076;1
"10529";35;29;8;8.150581793;1
"10530";35;30;8;5.185489391;1
"10531";35;27;9;17.39904175;1
"10532";35;28;9;15.01437372;1
"10533";35;31;9;2.666666667;1
"10534";35;32;9;0.692676249;1
"10535";36;19;-1;17.91649555;1
"10536";36;21;-1;3.252566735;1
"10537";36;27;0;9.138945927;1
"10538";36;30;0;2.15742642;1
"10539";36;27;1;11.3100616;1
"10540";36;29;10;3.537303217;1
"10541";36;24;11;24.79671458;1
"10542";36;27;11;10.275154;1
"10543";36;29;11;8.624229979;1
"10544";36;31;11;3.230663929;1
"10545";36;32;11;3.567419576;1
"10546";36;28;12;8.336755647;1
"10547";36;25;13;20.42984257;1
"10548";36;26;13;12.81314168;1
"10549";36;28;13;10.60643395;1
"10550";36;30;13;8.824093087;1
"10551";36;31;13;2.461327858;1
"10552";36;23;14;27.8329911;1
"10553";36;30;14;5.396303901;1
"10554";36;31;14;4.777549624;1
"10555";36;24;15;13.13347023;1
"10556";36;27;15;9.023956194;1
"10557";36;29;15;4.936344969;1
"10558";36;28;16;4.5229295;1
"10559";36;32;16;1.793292266;1
"10560";36;21;17;35.38124572;1
"10561";36;30;17;1.908281999;1
"10562";36;21;18;22.63381246;1
"10563";36;23;18;5.092402464;1
"10564";36;26;18;4.501026694;1
"10565";36;30;18;3.16495551;1
"10566";36;19;19;46.09445585;1
"10567";36;20;19;23.72621492;1
"10568";36;21;19;10.88021903;1
"10569";36;25;19;5.032169747;1
"10570";36;27;19;3.118412047;1
"10571";36;24;2;30.74058864;1
"10572";36;25;2;16.33675565;1
"10573";36;26;2;11.70431211;1
"10574";36;31;2;3.567419576;1
"10575";36;21;20;11.34017796;1
"10576";36;24;20;2.32991102;1
"10577";36;26;21;2.507871321;1
"10578";36;23;24;1.034907598;1
"10579";36;19;25;2.455852156;1
"10580";36;22;25;0.815879535;1
"10581";36;19;26;2.718685832;1
"10582";36;25;3;18.6091718;1
"10583";36;27;3;17.09514031;1
"10584";36;30;3;4.865160849;1
"10585";36;31;3;2.743326489;1
"10586";36;29;4;7.51266256;1
"10587";36;30;4;6.559890486;1
"10588";36;31;4;0.993839836;1
"10589";36;32;4;0.720054757;1
"10590";36;18;41;1.514031485;1
"10591";36;28;5;14.47501711;1
"10592";36;29;6;8.678986995;1
"10593";36;30;6;6.800821355;1
"10594";36;26;7;29.88911704;1
"10595";36;27;7;21.79055441;1
"10596";36;28;7;16.30390144;1
"10597";36;28;8;17.0513347;1
"10598";36;30;8;7.1321013;1
"10599";36;27;9;17.5687885;1
"10600";36;30;9;7.189596167;1
"10601";36;31;9;6.12183436;1
"10602";37;19;-1;16.3449692;1
"10603";37;22;-1;3.23340178;1
"10604";37;23;-1;1.859000684;1
"10605";37;29;-1;1.700205339;1
"10606";37;24;0;23.19233402;1
"10607";37;25;0;22.15742642;1
"10608";37;29;0;6.726899384;1
"10609";37;30;0;5.916495551;1
"10610";37;24;1;29.89185489;1
"10611";37;32;1;1.938398357;1
"10612";37;27;10;10.7980835;1
"10613";37;30;10;7.441478439;1
"10614";37;31;10;4.980150582;1
"10615";37;26;11;22.31348392;1
"10616";37;28;11;12.69267625;1
"10617";37;30;11;5.730321697;1
"10618";37;26;12;16.29842574;1
"10619";37;27;12;16.65708419;1
"10620";37;23;13;35.07460643;1
"10621";37;25;13;13.67282683;1
"10622";37;26;13;12.90896646;1
"10623";37;27;13;9.514031485;1
"10624";37;28;13;13.12799452;1
"10625";37;30;13;3.778234086;1
"10626";37;30;14;4.161533196;1
"10627";37;33;14;0.821355236;1
"10628";37;23;15;16.22724162;1
"10629";37;25;15;22.770705;1
"10630";37;27;15;8.854209446;1
"10631";37;29;15;5.067761807;1
"10632";37;26;16;11.33196441;1
"10633";37;30;16;1.571526352;1
"10634";37;31;16;2.184804928;1
"10635";37;33;16;1.675564682;1
"10636";37;27;17;3.206023272;1
"10637";37;32;17;0.13963039;1
"10638";37;30;19;5.097878166;1
"10639";37;26;2;21.97946612;1
"10640";37;31;2;5.927446954;1
"10641";37;20;20;12.47638604;1
"10642";37;21;20;7.671457906;1
"10643";37;23;20;6.29705681;1
"10644";37;24;20;3.633127995;1
"10645";37;19;21;8.793976728;1
"10646";37;20;21;8.238193018;1
"10647";37;21;21;6.245037645;1
"10648";37;24;21;3.51266256;1
"10649";37;26;21;5.232032854;1
"10650";37;30;21;1.166324435;1
"10651";37;18;22;28.19986311;1
"10652";37;19;22;11.55646817;1
"10653";37;24;23;0.31211499;1
"10654";37;28;23;1.002053388;1
"10655";37;19;24;4.832306639;1
"10656";37;20;25;1.741273101;1
"10657";37;18;26;8.698151951;1
"10658";37;21;26;1.56605065;1
"10659";37;25;26;0.752908966;1
"10660";37;19;27;1.960301164;1
"10661";37;18;28;6.266940452;1
"10662";37;31;3;3.1321013;1
"10663";37;18;30;5.49486653;1
"10664";37;23;36;0.407939767;1
"10665";37;18;38;3.47980835;1
"10666";37;28;4;22.10540726;1
"10667";37;29;4;14.64202601;1
"10668";37;31;4;2.683093771;1
"10669";37;18;43;1.483915127;1
"10670";37;26;5;21.76043806;1
"10671";37;29;5;16.62149213;1
"10672";37;21;53;0.31211499;1
"10673";37;26;6;22.2477755;1
"10674";37;29;6;8.574948665;1
"10675";37;31;6;5.80971937;1
"10676";37;32;6;2.74880219;1
"10677";37;29;7;7.838466804;1
"10678";37;24;8;51.26078029;1
"10679";37;26;8;28.07939767;1
"10680";37;29;8;16.73921971;1
"10681";37;30;8;11.72621492;1
"10682";37;28;9;23.30732375;1
"10683";37;30;9;7.594798084;1
"10684";37;31;9;6.899383984;1
"10685";37;33;9;1.869952088;1
"10686";38;20;-1;10.93223819;1
"10687";38;21;-1;6.12183436;1
"10688";38;22;-1;2.360027379;1
"10689";38;25;0;21.00479124;1
"10690";38;26;0;19.76454483;1
"10691";38;33;0;2.559890486;1
"10692";38;34;0;3.624914442;1
"10693";38;27;1;5.749486653;1
"10694";38;28;1;14.20670773;1
"10695";38;31;1;5.620807666;1
"10696";38;24;10;26.43942505;1
"10697";38;25;10;23.36755647;1
"10698";38;25;11;27.1430527;1
"10699";38;31;11;5.938398357;1
"10700";38;32;11;3.241615332;1
"10701";38;26;12;12.38056126;1
"10702";38;27;12;18.6036961;1
"10703";38;31;12;7.79192334;1
"10704";38;33;12;3.701574264;1
"10705";38;25;13;15.73442847;1
"10706";38;26;13;14.31622177;1
"10707";38;32;13;2.078028747;1
"10708";38;33;13;4.194387406;1
"10709";38;27;14;7.425051335;1
"10710";38;22;15;24.80492813;1
"10711";38;23;15;23.18959617;1
"10712";38;24;15;11.04996578;1
"10713";38;25;15;9.262149213;1
"10714";38;27;15;7.222450376;1
"10715";38;28;15;10.59000684;1
"10716";38;33;15;2.29431896;1
"10717";38;22;16;20.82409309;1
"10718";38;26;16;8.410677618;1
"10719";38;30;16;6.384668036;1
"10720";38;27;17;3.436002738;1
"10721";38;29;17;4.093086927;1
"10722";38;30;17;3.676933607;1
"10723";38;22;18;10.14647502;1
"10724";38;26;18;3.904175222;1
"10725";38;31;18;2.179329227;1
"10726";38;33;18;0.977412731;1
"10727";38;19;19;42.72142368;1
"10728";38;28;19;2.042436687;1
"10729";38;25;2;24.3559206;1
"10730";38;29;2;8.572210815;1
"10731";38;31;2;4.678986995;1
"10732";38;19;20;24.82135524;1
"10733";38;21;20;9.267624914;1
"10734";38;19;21;19.57837098;1
"10735";38;20;21;14.61738535;1
"10736";38;19;22;16.10130048;1
"10737";38;19;23;6.981519507;1
"10738";38;22;23;1.292265572;1
"10739";38;20;24;3.800136893;1
"10740";38;18;25;13.60985626;1
"10741";38;20;25;0.752908966;1
"10742";38;22;25;1.169062286;1
"10743";38;26;25;0.605065024;1
"10744";38;19;27;2.182067077;1
"10745";38;27;3;12.62422998;1
"10746";38;33;3;3.572895277;1
"10747";38;26;34;0.613278576;1
"10748";38;28;38;0.845995893;1
"10749";38;30;4;7.175906913;1
"10750";38;35;4;2.743326489;1
"10751";38;34;5;2.450376454;1
"10752";38;28;6;15.63039014;1
"10753";38;25;7;29.95756331;1
"10754";38;30;7;12.04106776;1
"10755";38;33;7;5.667351129;1
"10756";38;33;8;2.327173169;1
"10757";38;25;9;26.0971937;1
"10758";38;27;9;17.78781656;1
"10759";38;28;9;22.17659138;1
"10760";38;29;9;8.177960301;1
"10761";38;32;9;4.826830938;1
"10762";39;22;-1;4.052019165;1
"10763";39;27;0;11.94250513;1
"10764";39;26;1;13.51676934;1
"10765";39;30;1;5.897330595;1
"10766";39;28;10;18.24503765;1
"10767";39;29;10;11.3045859;1
"10768";39;24;11;30.82546201;1
"10769";39;25;11;16.53935661;1
"10770";39;27;11;18.26146475;1
"10771";39;32;11;6.64476386;1
"10772";39;38;11;0.818617385;1
"10773";39;28;12;7.627652293;1
"10774";39;29;12;9.63449692;1
"10775";39;25;13;18.18754278;1
"10776";39;28;13;10.87474333;1
"10777";39;29;13;7.006160164;1
"10778";39;31;13;4.709103354;1
"10779";39;33;13;3.734428474;1
"10780";39;27;14;7.085557837;1
"10781";39;29;14;7.488021903;1
"10782";39;34;14;4.125941136;1
"10783";39;23;15;17.19096509;1
"10784";39;27;15;10.16016427;1
"10785";39;28;15;7.509924709;1
"10786";39;23;16;12.0164271;1
"10787";39;24;16;7.82477755;1
"10788";39;28;16;9.379876797;1
"10789";39;33;16;2.751540041;1
"10790";39;24;17;8.498288843;1
"10791";39;25;17;8.232717317;1
"10792";39;26;17;5.472963723;1
"10793";39;21;18;25.10882957;1
"10794";39;26;18;4.536618754;1
"10795";39;25;19;3.61670089;1
"10796";39;29;19;1.557837098;1
"10797";39;28;2;13.27036277;1
"10798";39;29;2;9.440109514;1
"10799";39;22;20;6.203969884;1
"10800";39;23;20;4.892539357;1
"10801";39;26;20;2.598220397;1
"10802";39;20;21;9.037645448;1
"10803";39;24;21;2.904859685;1
"10804";39;27;21;1.869952088;1
"10805";39;18;22;36.24914442;1
"10806";39;20;22;7.608487337;1
"10807";39;28;22;1.990417522;1
"10808";39;25;23;0.6954141;1
"10809";39;19;26;1.086926762;1
"10810";39;23;26;0.386036961;1
"10811";39;20;27;0.563997262;1
"10812";39;27;3;13.96577687;1
"10813";39;28;3;18.08350445;1
"10814";39;33;3;2.926762491;1
"10815";39;23;4;46.9705681;1
"10816";39;30;4;7.967145791;1
"10817";39;33;4;6.231348392;1
"10818";39;34;4;5.719370294;1
"10819";39;23;40;0.83504449;1
"10820";39;24;5;37.81793292;1
"10821";39;32;5;5.73853525;1
"10822";39;35;6;0.930869268;1
"10823";39;30;7;10.65023956;1
"10824";39;31;7;7.676933607;1
"10825";39;35;7;3.737166324;1
"10826";39;28;8;10.19575633;1
"10827";39;35;8;1.998631075;1
"10828";39;26;9;21.52224504;1
"10829";39;29;9;14.33264887;1
"10830";39;30;9;10.47501711;1
"10831";39;31;9;12.06570842;1
"10832";39;34;9;2.028747433;1
"10833";40;21;-1;5.226557153;1
"10834";40;26;0;20.62149213;1
"10835";40;27;0;9.467488022;1
"10836";40;30;0;6.789869952;1
"10837";40;29;1;10.69678303;1
"10838";40;37;1;0.930869268;1
"10839";40;29;10;8.38329911;1
"10840";40;31;10;12.98288843;1
"10841";40;32;10;6.286105407;1
"10842";40;35;10;3.271731691;1
"10843";40;25;11;22.9486653;1
"10844";40;30;11;8.780287474;1
"10845";40;34;11;4.720054757;1
"10846";40;27;12;13.26762491;1
"10847";40;30;12;9.01026694;1
"10848";40;31;12;9.973990418;1
"10849";40;33;12;7.110198494;1
"10850";40;26;13;17.91649555;1
"10851";40;27;13;15.31827515;1
"10852";40;31;13;7.247091034;1
"10853";40;34;13;4.27652293;1
"10854";40;38;13;0.6954141;1
"10855";40;23;14;21.92197125;1
"10856";40;28;14;8.670773443;1
"10857";40;30;14;7.26899384;1
"10858";40;32;14;2.913073238;1
"10859";40;33;14;4.503764545;1
"10860";40;26;15;7.72073922;1
"10861";40;28;15;9.138945927;1
"10862";40;30;15;7.542778919;1
"10863";40;34;15;2.395619439;1
"10864";40;22;16;23.51813826;1
"10865";40;24;16;12.0054757;1
"10866";40;25;16;7.923340178;1
"10867";40;26;16;10.07255305;1
"10868";40;27;16;8.843258042;1
"10869";40;25;17;6.762491444;1
"10870";40;27;17;6.674880219;1
"10871";40;29;17;4.188911704;1
"10872";40;23;18;10.6091718;1
"10873";40;26;18;5.875427789;1
"10874";40;27;18;2.236824093;1
"10875";40;30;18;4.268309377;1
"10876";40;31;18;3.630390144;1
"10877";40;35;18;0.41615332;1
"10878";40;23;19;8.098562628;1
"10879";40;25;19;5.880903491;1
"10880";40;31;2;6.212183436;1
"10881";40;35;2;0.999315537;1
"10882";40;20;20;17.3908282;1
"10883";40;21;20;12.90349076;1
"10884";40;23;20;5.80971937;1
"10885";40;20;21;5.716632444;1
"10886";40;19;22;7.58384668;1
"10887";40;21;22;5.32238193;1
"10888";40;18;23;19.77549624;1
"10889";40;22;23;2.64202601;1
"10890";40;18;24;19.08829569;1
"10891";40;18;27;6.521560575;1
"10892";40;19;29;2.461327858;1
"10893";40;32;3;4.613278576;1
"10894";40;34;3;4.616016427;1
"10895";40;36;3;1.667351129;1
"10896";40;38;3;0.919917864;1
"10897";40;29;31;1.002053388;1
